Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,177.7,149.3,28.4,0,84.02,5.118,11.26,36.26,46.43,5.796,3.377,9.173,36.82,28.05,56.68,86.39
COMP2,261,221.8,39.26,0,84.96,7.075,15.56,53.27,68.73,8.011,6.071,14.08,43.11,29.03,56.68,86.09
IHX,144.3,120.6,23.75,0,83.54,4.28,9.416,42.73,53.26,7.034,4.843,11.88,40.78,49.18,82.26,122.7
MOT1,187.1,177.7,9.353,0,95,1.685,3.708,34.02,36.26,1.701,0,1.701,0,6.577,50.52,56.68
MOT2,274.8,261,13.74,0,95,2.476,5.446,49.98,53.27,2.499,0,2.499,0,6.577,50.52,56.68
SNK_HX,273,261.9,11.16,0,95.91,2.012,4.425,97.97,104.4,4.006,3.773,7.778,48.5,11.12,99.67,110.8
SRC_HX,52.3,31.53,20.77,0,60.29,3.742,8.232,4.684e-14,7.317,1.86e-14,2.349,2.349,100,inf,2.488e-13,64.46
VAL1,36.52,,36.52,0,,6.581,14.48,11.01,,11.01,0,11.01,0,inf,83.78,
VAL2,69.31,,69.31,0,,12.49,27.47,24.02,,24.02,0,24.02,0,inf,96.27,
TOT,555,261.9,252.3,40.82,47.19,45.46,100,84,104.4,38.18,20.41,58.6,34.84,163.4,42.05,110.8
