Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,833.7911896450632,667.8513097361357,165.9398799089276,0.0,80.09814903662311,12.334408866696792,21.57331901190627,157.083054748859,178.48072674963007,31.262435444837635,16.036464114080548,47.29889955891818,33.90451842141617,13.621884317809585,52.332265459962116,74.23505641137845
COMP2,493.50370093866815,408.6892245455549,84.81447639311327,0.0,82.81381148068556,6.304309911647583,11.026461855104584,93.49964894439299,99.53524114797348,16.069025932480574,3.2953947296891317,19.364420662169707,17.017781152250055,6.4552030640992575,52.628024181734766,67.65208485103432
IHX,344.28696187850835,290.08103187584805,54.20593000266026,0.0,84.25559605658596,4.029158656853937,7.047141536598985,92.00766675974907,97.70935361800758,14.486058713565184,3.950394404659329,18.436453118224513,21.427084587947924,26.04144325772596,74.23367144545014,93.56519087304378
MOT1,843.8996339086863,831.241139400056,12.658494508630247,0.0,98.50000000000001,0.9409133415787261,1.645690839326996,151.90193410356352,152.31090644119897,2.2785290115534447,0.0,2.2785290115534447,0.0,0.26923445053477985,50.0,50.89808855357096
MOT2,501.01898572453626,493.50370093866815,7.515284785868077,0.0,98.5,0.5586155380456895,0.9770384083671684,90.18341743041655,93.49964894439299,1.3527512614562542,3.073426685584157,4.4261779470404115,69.43748584801523,3.6772076380174425,50.000000000000014,52.628024181734766
MOT3,0.39899311640075086,0.3930082196547396,0.005984896746011259,0.0,98.5,0.0004448608949866699,0.0007780774990670239,0.07181876095213516,0.07201212179856553,0.0010772814142820265,0.0,0.0010772814142820265,0.0,0.26923445053478695,50.00000000000001,50.89808855357096
MOT4,0.023551973473794195,0.023198693871687284,0.00035327960210691247,0.0,98.5,2.625948059647946e-05,4.592876384407762e-05,0.004239355225282956,0.004250769030029964,6.359032837924425e-05,0.0,6.359032837924425e-05,0.0,0.26923445053480366,50.00000000000001,50.898088553570965
SNK_HX,616.5362053336307,560.8456796946695,55.69052563896123,0.0,90.96719297955502,4.139509523625084,7.240149120328601,175.4403252639596,180.67361000213972,15.84718601713444,3.4340277697322863,19.281213786866726,17.810226097235397,13.208882822156736,79.04389598346744,89.48471158199109
SNK_PUMP,0.023198693871687284,0.019740965311575567,0.0034577285601117185,0.0,85.09515846350435,0.0002570149974429275,0.0004495283552381082,0.004250769030029964,3.0607379862319597,0.0006335703880083996,3.056375504444052,3.0570090748320604,99.97927482802636,71904.33532401039,50.898088553570965,43068.05582992475
SRC_HX,57.683218730855586,15.302962013122931,42.38025671773266,0.0,26.529313637169068,3.1501494066343767,5.509723150817718,90.46038962233644,96.45305003683346,66.46186914202167,4.623433398786427,71.0853025408081,6.504063756544107,301.9124850465297,435.6186523406208,1750.8057509483917
SRC_PUMP,0.3930082196547396,0.31440675636004606,0.07860146329469353,0.0,80.0000459624622,0.0058424929940259105,0.010218727670465404,0.07201212179856553,3.156882536465589,0.014402391261168846,3.082330948053258,3.0967333393144267,99.53491664657321,4283.821025710249,50.89808855357096,2789.099782196415
VAL1,312.96391368330393,49.24599503131145,263.7179186519925,0.0,15.735358895449114,19.602307991985946,34.28513261162904,83.6384176332214,92.15865150415482,70.47761244415942,0.0,70.47761244415942,0.0,600.2508598846852,74.23505641137876,519.831620856561
VAL2,82.17914845263722,,82.17914845263722,0.0,,6.108424435934927,10.683851203632003,22.19604878932351,,22.19604878932351,0.0,22.19604878932351,0.0,inf,75.02595517522133,
TOT,1345.341164723097,560.8478900926776,769.1903124287261,15.302962201693276,41.68815351815339,57.17436830137012,99.99999999999997,242.1614096501575,282.71325720518666,138.4542562371707,40.551847555029184,179.0061037921999,22.65389095452521,180.04548727747587,50.00000000000001,140.02274363873795
