Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,227.5,190.2,37.28,0,83.61,7.017,13.84,44.9,54.52,7.359,5.393,12.75,42.29,21.41,54.84,79.63
COMP2,267.4,227,40.38,0,84.9,7.602,14.99,52.79,64.81,7.973,7.456,15.43,48.33,22.79,54.84,79.31
IHX,129.8,106.5,23.24,0,82.09,4.375,8.628,64.76,71.64,11.6,4.254,15.85,26.84,34.77,138.6,186.8
MOT1,239.4,227.5,11.97,0,95,2.254,4.444,43.55,44.9,2.177,0,2.177,0,3.112,50.52,54.84
MOT2,281.5,267.4,14.07,0,95,2.649,5.224,51.19,52.79,2.56,0,2.56,0,3.112,50.52,54.84
SNK_HX,272.9,261.9,10.99,0,95.97,2.069,4.08,112.8,117.6,4.545,3.54,8.085,43.79,8.615,114.9,124.8
SRC_HX,20.84,9.496e-07,20.84,0,4.556e-06,3.923,7.737,29.54,34.13,29.54,2.23,31.77,7.02,inf,393.7,9.983e+09
VAL1,60.41,10.49,49.91,0,17.37,9.396,18.53,23.89,29.54,19.74,0,19.74,0,611.8,109.9,782
VAL2,60.67,,60.67,0,,11.42,22.52,23.62,,23.62,0,23.62,0,inf,108.2,
TOT,531.2,261.9,269.4,0,49.29,50.71,100,94.74,117.6,48.04,22.87,70.91,32.26,151.8,49.54,124.8
