Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,465.6,465.6,84.68,50.52
e2,power,248.1,248.1,45.12,50.52
e3,power,235.7,235.7,47.3,55.76
e4,power,217.5,217.5,39.56,50.52
e5,power,206.6,206.6,40.36,54.26
