Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,307.6,259.3,48.25,0,84.31,8.92,16.13,59.69,67.56,9.364,5.483,14.85,36.93,13.18,53.91,72.36
COMP2,177,149.7,27.31,0,84.57,5.049,9.133,34.34,40.83,5.3,5.139,10.44,49.23,18.89,53.91,75.79
IHX,168,139,29.03,0,82.72,5.367,9.707,75.07,78.28,12.97,1.78,14.75,12.07,26.06,124.1,156.5
MOT1,323.8,307.6,16.19,0,95,2.993,5.413,58.89,59.69,2.945,0,2.945,0,1.358,50.52,53.91
MOT2,186.3,177,9.315,0,95,1.722,3.115,33.88,34.34,1.694,0,1.694,0,1.358,50.52,53.91
SNK_HX,253.7,241.9,11.86,0,95.33,2.192,3.964,106.1,110.4,4.956,3.732,8.688,42.96,9.172,116.1,126.8
SRC_HX,41.72,1.078e-06,41.72,0,2.584e-06,7.713,13.95,37.29,40.82,37.29,1.472,38.76,3.798,inf,248.2,1.052e+10
VAL1,91.33,10.87,80.46,0,11.9,14.87,26.91,33.31,37.29,29.35,0,29.35,0,840.6,101.3,952.9
VAL2,34.91,,34.91,0,,6.454,11.67,13.05,,13.05,0,13.05,0,inf,103.9,
TOT,540.9,241.9,299,0,44.72,55.28,100,92.78,110.4,51.29,17.61,68.9,25.55,166.1,47.64,126.8
