Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,277,231.7,45.32,0,83.64,8.339,15.74,54.82,65.09,8.967,6.987,15.95,43.79,18.74,54.96,78.03
COMP2,237.4,200.7,36.73,0,84.53,6.759,12.76,46.36,55.35,7.173,6.319,13.49,46.83,19.37,54.24,76.61
IHX,132.6,107.3,25.22,0,80.97,4.641,8.759,37.24,43.48,7.085,4.414,11.5,38.39,44.2,78.03,112.5
MOT1,290.6,276.1,14.53,0,95,2.674,5.047,52.86,53.92,2.643,0,2.643,0,1.993,50.52,54.24
MOT2,249.9,237.4,12.5,0,95,2.299,4.34,45.46,46.36,2.273,0,2.273,0,1.993,50.52,54.24
SNK_HX,253.7,241.9,11.8,0,95.35,2.171,4.097,81.89,86.44,3.808,3.697,7.505,49.26,10.71,89.67,99.27
SRC_HX,32.9,10.73,22.16,0,32.63,4.078,7.697,31.69,35.51,21.35,2.209,23.56,9.374,243.4,267.6,918.9
VAL1,99.16,33.83,65.33,0,34.12,12.02,22.69,27.86,32.59,18.35,0,18.35,0,242.9,78.03,267.6
VAL2,54.35,,54.35,0,,10,18.88,16.94,,16.94,0,16.94,0,inf,86.57,
TOT,543.5,241.9,287.9,13.65,44.51,52.98,100,98.32,121.9,52.09,23.63,75.72,31.2,178.7,50.25,140
