Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,155,129.6,25.38,0,83.62,3.863,6.733,32.79,46.11,5.37,3.635,9.005,40.37,40.64,58.76,98.83
COMP2,461.5,393.9,67.68,0,85.34,10.3,17.95,97.64,133,14.32,9.518,23.84,39.93,36.21,58.76,93.79
IHX,91.09,72.21,18.89,0,79.27,2.875,5.01,65.72,77.88,13.63,4.95,18.58,26.65,49.5,200.4,299.6
MOT1,163.1,155,8.157,0,95,1.241,2.164,29.67,32.79,1.484,0,1.484,0,10.49,50.52,58.76
MOT2,485.8,461.5,24.29,0,95,3.697,6.443,88.37,97.64,4.418,0,4.418,0,10.49,50.52,58.76
SNK_HX,290.7,280.1,10.61,0,96.35,1.615,2.814,133.9,141.9,4.887,3.948,8.835,44.68,9.986,128,140.8
SRC_HX,16.31,6.544e-07,16.31,0,4.013e-06,2.482,4.326,31.63,39.67,31.63,1.815,33.44,5.428,inf,538.7,1.684e+10
VAL1,38.52,8.222,30.3,0,21.35,4.611,8.036,20.06,31.63,15.78,0,15.78,0,638.5,144.7,1069
VAL2,175.4,,175.4,0,,26.69,46.52,76.96,,76.96,0,76.96,0,inf,121.9,
TOT,657.1,280.1,377,0,42.62,57.38,100,118,141.9,67.73,23.87,91.6,26.06,182.1,49.9,140.8
