Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,264.4,222.1,42.29,0,84,8.351,15.98,51.4,58.88,8.223,5.085,13.31,38.21,14.54,54.01,73.64
COMP2,196.1,165.7,30.38,0,84.5,5.999,11.48,38.12,46.31,5.907,6.475,12.38,52.29,21.49,54.01,77.65
IHX,150.1,122,28.12,0,81.26,5.552,10.63,65.98,71.27,12.36,3.701,16.06,23.04,32.92,122.1,162.3
MOT1,278.3,264.4,13.91,0,95,2.747,5.259,50.62,51.4,2.531,0,2.531,0,1.552,50.52,54.01
MOT2,206.4,196.1,10.32,0,95,2.037,3.9,37.54,38.12,1.877,0,1.877,0,1.552,50.52,54.01
SNK_HX,253.6,241.9,11.74,0,95.37,2.317,4.436,104.6,108.8,4.839,3.607,8.446,42.71,9.134,114.5,125
SRC_HX,33.11,1.004e-06,33.11,0,3.032e-06,6.537,12.51,28.98,32.65,28.98,1.807,30.78,5.869,inf,243.1,9.036e+09
VAL1,72.01,11.31,60.7,0,15.7,11.99,22.94,25.55,28.98,21.54,0,21.54,0,622.4,98.55,711.9
VAL2,34.02,,34.02,0,,6.716,12.86,13.02,,13.02,0,13.02,0,inf,106.3,
TOT,506.5,241.9,264.6,0,47.76,52.24,100,88.15,108.8,46.05,20.68,66.73,30.98,158.5,48.35,125
