f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,full_load_hours [h/a],c_P [EUR/GJ],Z_sum [EUR/h]
R1270,R600,R1270/R600,0.3,20.0,100.0,2.161,0.492,V_OUT,5000,151.062,36.567
R1270,R600,R1270/R600,0.3,20.0,100.0,2.161,0.492,V_OUT,5500,147.244,33.243
R1270,R600,R1270/R600,0.3,20.0,100.0,2.161,0.492,V_OUT,6000,144.063,30.472
R1270,R600,R1270/R600,0.3,20.0,100.0,2.161,0.492,V_OUT,6500,141.371,28.128
R1270,R600,R1270/R600,0.3,20.0,100.0,2.161,0.492,V_OUT,7000,139.064,26.119
R1270,R600,R1270/R600,0.3,20.0,100.0,2.161,0.492,V_OUT,7500,137.064,24.378
R1270,R600,R1270/R600,0.3,30.0,100.0,2.361,0.477,V_OUT,5000,138.623,33.782
R1270,R600,R1270/R600,0.3,30.0,100.0,2.361,0.477,V_OUT,5500,135.096,30.711
R1270,R600,R1270/R600,0.3,30.0,100.0,2.361,0.477,V_OUT,6000,132.156,28.152
R1270,R600,R1270/R600,0.3,30.0,100.0,2.361,0.477,V_OUT,6500,129.669,25.986
R1270,R600,R1270/R600,0.3,30.0,100.0,2.361,0.477,V_OUT,7000,127.538,24.13
R1270,R600,R1270/R600,0.3,30.0,100.0,2.361,0.477,V_OUT,7500,125.69,22.522
R1270,R600,R1270/R600,0.3,40.0,100.0,2.592,0.456,V_OUT,5000,127.304,31.69
R1270,R600,R1270/R600,0.3,40.0,100.0,2.592,0.456,V_OUT,5500,123.996,28.809
R1270,R600,R1270/R600,0.3,40.0,100.0,2.592,0.456,V_OUT,6000,121.239,26.409
R1270,R600,R1270/R600,0.3,40.0,100.0,2.592,0.456,V_OUT,6500,118.906,24.377
R1270,R600,R1270/R600,0.3,40.0,100.0,2.592,0.456,V_OUT,7000,116.906,22.636
R1270,R600,R1270/R600,0.3,40.0,100.0,2.592,0.456,V_OUT,7500,115.173,21.127
R1270,R600,R1270/R600,0.3,50.0,100.0,2.859,0.429,V_OUT,5000,117.014,30.113
R1270,R600,R1270/R600,0.3,50.0,100.0,2.859,0.429,V_OUT,5500,113.87,27.376
R1270,R600,R1270/R600,0.3,50.0,100.0,2.859,0.429,V_OUT,6000,111.25,25.095
R1270,R600,R1270/R600,0.3,50.0,100.0,2.859,0.429,V_OUT,6500,109.033,23.164
R1270,R600,R1270/R600,0.3,50.0,100.0,2.859,0.429,V_OUT,7000,107.133,21.51
R1270,R600,R1270/R600,0.3,50.0,100.0,2.859,0.429,V_OUT,7500,105.486,20.076
R1270,R600,R1270/R600,0.3,60.0,100.0,3.161,0.392,V_OUT,5000,107.843,28.99
R1270,R600,R1270/R600,0.3,60.0,100.0,3.161,0.392,V_OUT,5500,104.816,26.354
R1270,R600,R1270/R600,0.3,60.0,100.0,3.161,0.392,V_OUT,6000,102.294,24.158
R1270,R600,R1270/R600,0.3,60.0,100.0,3.161,0.392,V_OUT,6500,100.16,22.3
R1270,R600,R1270/R600,0.3,60.0,100.0,3.161,0.392,V_OUT,7000,98.33,20.707
R1270,R600,R1270/R600,0.3,60.0,100.0,3.161,0.392,V_OUT,7500,96.745,19.326
R1270,R600,R1270/R600,0.4,20.0,100.0,2.167,0.494,V_OUT,5000,148.574,34.666
R1270,R600,R1270/R600,0.4,20.0,100.0,2.167,0.494,V_OUT,5500,144.955,31.514
R1270,R600,R1270/R600,0.4,20.0,100.0,2.167,0.494,V_OUT,6000,141.939,28.888
R1270,R600,R1270/R600,0.4,20.0,100.0,2.167,0.494,V_OUT,6500,139.387,26.666
R1270,R600,R1270/R600,0.4,20.0,100.0,2.167,0.494,V_OUT,7000,137.2,24.761
R1270,R600,R1270/R600,0.4,20.0,100.0,2.167,0.494,V_OUT,7500,135.304,23.111
R1270,R600,R1270/R600,0.4,30.0,100.0,2.351,0.475,V_OUT,5000,137.592,32.523
R1270,R600,R1270/R600,0.4,30.0,100.0,2.351,0.475,V_OUT,5500,134.197,29.566
R1270,R600,R1270/R600,0.4,30.0,100.0,2.351,0.475,V_OUT,6000,131.367,27.102
R1270,R600,R1270/R600,0.4,30.0,100.0,2.351,0.475,V_OUT,6500,128.973,25.018
R1270,R600,R1270/R600,0.4,30.0,100.0,2.351,0.475,V_OUT,7000,126.921,23.231
R1270,R600,R1270/R600,0.4,30.0,100.0,2.351,0.475,V_OUT,7500,125.142,21.682
R1270,R600,R1270/R600,0.4,40.0,100.0,2.563,0.451,V_OUT,5000,127.413,30.873
R1270,R600,R1270/R600,0.4,40.0,100.0,2.563,0.451,V_OUT,5500,124.189,28.066
R1270,R600,R1270/R600,0.4,40.0,100.0,2.563,0.451,V_OUT,6000,121.503,25.728
R1270,R600,R1270/R600,0.4,40.0,100.0,2.563,0.451,V_OUT,6500,119.231,23.749
R1270,R600,R1270/R600,0.4,40.0,100.0,2.563,0.451,V_OUT,7000,117.282,22.052
R1270,R600,R1270/R600,0.4,40.0,100.0,2.563,0.451,V_OUT,7500,115.594,20.582
R1270,R600,R1270/R600,0.4,50.0,100.0,2.805,0.421,V_OUT,5000,118.039,29.631
R1270,R600,R1270/R600,0.4,50.0,100.0,2.805,0.421,V_OUT,5500,114.945,26.937
R1270,R600,R1270/R600,0.4,50.0,100.0,2.805,0.421,V_OUT,6000,112.367,24.693
R1270,R600,R1270/R600,0.4,50.0,100.0,2.805,0.421,V_OUT,6500,110.186,22.793
R1270,R600,R1270/R600,0.4,50.0,100.0,2.805,0.421,V_OUT,7000,108.316,21.165
R1270,R600,R1270/R600,0.4,50.0,100.0,2.805,0.421,V_OUT,7500,106.696,19.754
R1270,R600,R1270/R600,0.4,60.0,100.0,3.079,0.381,V_OUT,5000,109.625,28.803
R1270,R600,R1270/R600,0.4,60.0,100.0,3.079,0.381,V_OUT,5500,106.618,26.185
R1270,R600,R1270/R600,0.4,60.0,100.0,3.079,0.381,V_OUT,6000,104.112,24.003
R1270,R600,R1270/R600,0.4,60.0,100.0,3.079,0.381,V_OUT,6500,101.991,22.156
R1270,R600,R1270/R600,0.4,60.0,100.0,3.079,0.381,V_OUT,7000,100.174,20.574
R1270,R600,R1270/R600,0.4,60.0,100.0,3.079,0.381,V_OUT,7500,98.599,19.202
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,V_OUT,5000,148.952,33.598
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,V_OUT,5500,145.444,30.543
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,V_OUT,6000,142.521,27.998
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,V_OUT,6500,140.048,25.844
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,V_OUT,7000,137.928,23.998
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,V_OUT,7500,136.09,22.398
R1270,R600,R1270/R600,0.5,30.0,100.0,2.303,0.465,V_OUT,5000,138.791,31.768
R1270,R600,R1270/R600,0.5,30.0,100.0,2.303,0.465,V_OUT,5500,135.474,28.88
R1270,R600,R1270/R600,0.5,30.0,100.0,2.303,0.465,V_OUT,6000,132.71,26.473
R1270,R600,R1270/R600,0.5,30.0,100.0,2.303,0.465,V_OUT,6500,130.372,24.437
R1270,R600,R1270/R600,0.5,30.0,100.0,2.303,0.465,V_OUT,7000,128.367,22.691
R1270,R600,R1270/R600,0.5,30.0,100.0,2.303,0.465,V_OUT,7500,126.63,21.179
R1270,R600,R1270/R600,0.5,40.0,100.0,2.496,0.439,V_OUT,5000,129.303,30.384
R1270,R600,R1270/R600,0.5,40.0,100.0,2.496,0.439,V_OUT,5500,126.131,27.621
R1270,R600,R1270/R600,0.5,40.0,100.0,2.496,0.439,V_OUT,6000,123.488,25.32
R1270,R600,R1270/R600,0.5,40.0,100.0,2.496,0.439,V_OUT,6500,121.251,23.372
R1270,R600,R1270/R600,0.5,40.0,100.0,2.496,0.439,V_OUT,7000,119.334,21.703
R1270,R600,R1270/R600,0.5,40.0,100.0,2.496,0.439,V_OUT,7500,117.672,20.256
R1270,R600,R1270/R600,0.5,50.0,100.0,2.716,0.407,V_OUT,5000,120.515,29.389
R1270,R600,R1270/R600,0.5,50.0,100.0,2.716,0.407,V_OUT,5500,117.446,26.718
R1270,R600,R1270/R600,0.5,50.0,100.0,2.716,0.407,V_OUT,6000,114.889,24.491
R1270,R600,R1270/R600,0.5,50.0,100.0,2.716,0.407,V_OUT,6500,112.726,22.607
