Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,215.9,180.5,35.4,0,83.61,6.364,12.02,43.22,54.22,7.084,5.171,12.26,42.2,25.47,55.59,83.43
COMP2,302.6,257,45.57,0,84.94,8.193,15.48,60.56,75,9.121,6.921,16.04,43.14,23.84,55.59,81.05
IHX,124.4,102.2,22.13,0,82.2,3.979,7.518,67.41,76.08,12,5.026,17.02,29.53,37.31,150.6,206.7
MOT1,227.3,215.9,11.36,0,95,2.043,3.861,41.34,43.22,2.067,0,2.067,0,4.532,50.52,55.59
MOT2,318.5,302.6,15.93,0,95,2.863,5.41,57.93,60.56,2.897,0,2.897,0,4.532,50.52,55.59
SNK_HX,273,261.9,11.12,0,95.93,1.999,3.777,116.8,122.3,4.756,3.749,8.506,44.08,9.231,118.8,129.8
SRC_HX,19.51,0.002207,19.51,0,0.01131,3.508,6.628,31.82,37.24,31.82,2.199,34.02,6.466,1.034e+06,452.9,4.686e+06
VAL1,56.19,9.083,47.1,0,16.17,8.468,16,24.05,31.82,20.17,0,20.17,0,718.3,118.9,973.1
VAL2,86.25,,86.25,0,,15.51,29.3,34.32,,34.32,0,34.32,0,inf,110.5,
TOT,556.3,261.9,294.4,0,47.08,52.92,100,99.28,122.3,52.54,23.07,75.61,30.51,161.8,49.58,129.8
