Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,162.9,135.6,27.33,0,83.22,4.475,8.089,33.63,44.65,5.642,4.335,9.978,43.45,32.76,57.34,91.48
COMP2,414.9,352.3,62.62,0,84.91,10.25,18.53,84.78,110,12.79,9.944,22.74,43.73,29.79,56.76,86.76
IHX,81.28,59.47,21.8,0,73.17,3.57,6.453,26.77,36.25,7.181,4.15,11.33,36.63,85.07,91.48,169.3
MOT1,171,162.4,8.55,0,95,1.4,2.53,31.1,33.19,1.555,0,1.555,0,6.721,50.52,56.76
MOT2,436.8,414.9,21.84,0,95,3.576,6.463,79.44,84.78,3.972,0,3.972,0,6.721,50.52,56.76
SNK_HX,272.9,261.9,11.05,0,95.95,1.809,3.269,97.63,104,3.951,3.687,7.638,48.27,11.04,99.37,110.3
SRC_HX,25.89,8.003,17.89,0,30.91,2.928,5.293,24.28,30.71,16.77,2.057,18.83,10.92,309.2,260.5,1066
VAL1,54.3,26.36,27.94,0,48.54,4.575,8.27,17.88,24.72,9.203,0,9.203,0,184.7,91.48,260.5
VAL2,138.9,,138.9,0,,22.74,41.1,48.66,,48.66,0,48.66,0,inf,97.33,
TOT,610.8,261.9,337.9,10.99,42.88,55.33,100,110.5,134.7,61.16,24.17,85.33,28.33,184.2,50.28,142.9
