Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,247.8,216,31.83,0,87.16,5.687,11.17,50.47,59.82,6.483,5.452,11.93,45.68,18.52,56.57,76.93
COMP2,281.6,239.2,42.38,0,84.95,7.572,14.88,55.72,67.39,8.387,6.477,14.86,43.58,20.93,54.97,78.26
IHX,159,111.3,47.65,0,70.02,8.514,16.73,44.03,51.2,13.2,1.342,14.54,9.231,66.08,76.93,127.8
MOT1,260.5,247.5,13.03,0,95,2.327,4.574,47.39,50.3,2.369,1.314,3.684,35.68,6.138,50.52,56.45
MOT2,296.4,281.6,14.82,0,95,2.648,5.203,53.91,55.72,2.695,0,2.695,0,3.365,50.52,54.97
SNK_HX,273,261.9,11.14,0,95.92,1.99,3.911,93.21,98.34,3.804,3.761,7.565,49.72,9.986,94.84,104.3
SRC_HX,31.51,10.23,21.28,0,32.46,3.802,7.471,18.7,23.33,12.63,2.021,14.65,13.79,284.2,164.9,633.6
VAL1,57.01,31.8,25.21,0,55.78,4.504,8.851,15.79,18.88,6.983,0,6.983,0,114.3,76.93,164.9
VAL2,77.5,,77.5,0,,13.85,27.21,25.38,,25.38,0,25.38,0,inf,90.95,
TOT,559.7,261.9,284.8,13.01,46.79,50.89,100,101.3,121.7,51.55,20.37,71.92,28.32,156.7,50.27,129.1
