Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,166.2,138.6,27.62,0,83.38,4.415,8.234,34.23,45,5.688,4.274,9.962,42.9,31.49,57.2,90.2
COMP2,425.8,363.1,62.7,0,85.27,10.02,18.69,86.79,113.2,12.78,11.64,24.42,47.65,30.41,56.63,86.6
IHX,84.04,63.08,20.97,0,75.05,3.351,6.25,27.29,35.92,6.808,3.697,10.51,35.19,75.39,90.2,158.2
MOT1,174.5,165.8,8.727,0,95,1.395,2.601,31.75,33.8,1.587,0,1.587,0,6.471,50.52,56.63
MOT2,448.2,425.8,22.41,0,95,3.581,6.68,81.52,86.79,4.076,0,4.076,0,6.471,50.52,56.63
SNK_HX,290.4,280.1,10.31,0,96.45,1.648,3.073,102.1,108,3.625,3.468,7.093,48.89,9.668,97.67,107.1
SRC_HX,23.69,7.184,16.5,0,30.33,2.638,4.92,24.46,30.35,17.04,2.01,19.05,10.55,309.2,286.8,1174
VAL1,54.56,24.1,30.45,0,44.18,4.867,9.078,17.71,24.88,9.889,0,9.889,0,218,90.2,286.8
VAL2,135.8,,135.8,0,,21.7,40.47,47.01,,47.01,0,47.01,0,inf,96.17,
TOT,625.7,280.1,335.5,10.17,44.76,53.61,100,113.3,138.3,60.73,25.08,85.81,29.23,172.9,50.28,137.2
