Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,175.9,147.1,28.81,0,83.62,4.888,9.314,35.79,46.33,5.861,3.987,9.847,40.49,29.46,56.51,87.49
COMP2,375.2,320,55.26,0,85.27,9.376,17.87,76.34,98.53,11.24,9.616,20.86,46.1,29.07,56.51,85.53
IHX,103.4,81.72,21.67,0,79.04,3.676,7.006,60.38,69.19,12.65,3.88,16.53,23.47,44.98,162.2,235.2
MOT1,185.2,175.9,9.258,0,95,1.571,2.994,33.68,35.79,1.684,0,1.684,0,6.256,50.52,56.51
MOT2,395,375.2,19.75,0,95,3.351,6.386,71.84,76.34,3.592,0,3.592,0,6.256,50.52,56.51
SNK_HX,290.4,280.1,10.31,0,96.45,1.749,3.334,122.7,128.5,4.356,3.475,7.831,44.38,8.602,117.3,127.4
SRC_HX,18.51,7.427e-07,18.51,0,4.013e-06,3.141,5.985,26.91,33.13,26.91,2.009,28.91,6.947,inf,403.7,1.239e+10
VAL1,43.71,9.332,34.38,0,21.35,5.834,11.12,19.08,26.91,15.01,0,15.01,0,560.6,121.2,800.9
VAL2,111.3,,111.3,0,,18.89,36,45.05,,45.05,0,45.05,0,inf,112.4,
TOT,589.3,280.1,309.3,0,47.52,52.48,100,105.5,128.5,55.38,22.97,78.34,29.32,156.2,49.74,127.4
