Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,138.9,119.1,19.76,0,85.78,3.32,6.27,30.16,40.43,4.29,3.088,7.378,41.86,34.08,60.31,94.27
COMP2,399.7,341.1,58.54,0,85.35,9.836,18.58,84.18,113.5,12.33,8.003,20.33,39.36,34.81,58.5,92.4
IHX,119.8,92.06,27.73,0,76.85,4.658,8.799,44.66,57.61,10.34,2.862,13.2,21.68,67.85,103.6,173.8
MOT1,146.2,138.9,7.311,0,95,1.228,2.32,26.59,30.16,1.33,0.9028,2.233,40.44,13.4,50.52,60.31
MOT2,420.7,399.7,21.04,0,95,3.534,6.676,76.52,84.18,3.826,0,3.826,0,10,50.52,58.5
SNK_HX,290.7,280.1,10.68,0,96.33,1.794,3.389,116.1,124,4.265,3.973,8.238,48.23,10.84,110.9,123
SRC_HX,28.23,11.4,16.83,0,40.39,2.827,5.341,-2.748e-13,8.154,-1.638e-13,2.031,2.031,100,inf,-2.704e-12,198.6
VAL1,10.76,,10.76,0,,1.809,3.416,3.93,,3.93,0,3.93,0,inf,101.4,
VAL2,142.5,,142.5,0,,23.94,45.21,54.97,,54.97,0,54.97,0,inf,107.2,
TOT,595.2,280.1,315.1,0,47.06,52.94,100,103.1,124,54.59,20.86,75.45,27.65,155.5,48.13,123
