Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,226.3,196.1,30.19,0,86.66,5.937,12.87,46.36,54.81,6.186,3.871,10.06,38.49,18.21,56.92,77.64
COMP2,215,182.8,32.29,0,84.98,6.351,13.76,42.89,53.02,6.44,5.248,11.69,44.9,23.64,55.4,80.59
IHX,183.3,142.6,40.78,0,77.76,8.02,17.38,53.85,62.56,11.98,2.534,14.51,17.46,49.4,81.59,121.9
MOT1,238.2,226.3,11.91,0,95,2.342,5.076,43.32,46.36,2.166,1.24,3.406,36.4,7.024,50.52,56.92
MOT2,226.4,215,11.32,0,95,2.226,4.824,41.17,42.89,2.059,0,2.059,0,4.162,50.52,55.4
SNK_HX,273.1,261.9,11.22,0,95.89,2.207,4.783,97.9,103.4,4.023,3.797,7.821,48.55,10.14,99.58,109.7
SRC_HX,31.94,9.73,22.21,0,30.46,4.369,9.468,-8.197e-14,5.579,-5.7e-14,2.216,2.216,100,inf,-7.127e-13,159.3
VAL1,22.46,,22.46,0,,4.418,9.574,6.534,,6.534,0,6.534,0,inf,80.8,
VAL2,52.23,,52.23,0,,10.27,22.26,17.68,,17.68,0,17.68,0,inf,94.01,
TOT,508.4,261.9,234.6,11.96,51.5,46.14,100,84.49,103.4,38.99,18.91,57.89,32.66,137.6,46.16,109.7
