Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,447.4,447.4,81.38,50.52
e2,power,275.1,275.1,50.04,50.52
e3,power,261.4,261.4,52.69,55.99
e4,power,172.3,172.3,31.33,50.52
e5,power,163.7,163.7,32.99,55.99
