label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_PUMP,30.0,40.0,3.0,167.792,0.5723,0.030233,33.077,3265.13,2727.85,199.02,2926.88
12,water (source),SRC_PUMP,SRC_HX,30.0,40.0,3.15,167.811,0.5723,0.030232,33.077,3265.11,2728.19,214.05,2942.23
13,water (source),SRC_HX,source outlet,30.0,28.99,3.0,121.784,0.4227,0.030119,33.201,3252.89,564.8,199.02,763.82
21,R1270,SRC_HX,COMP1,7.19654,28.37,11.0817,607.078,2.3773,0.318089,3.144,8240.9,4078.17,125195.45,129273.62
22,R1270,COMP1,IHX,7.19654,101.64,37.4683,681.327,2.4172,0.095657,10.454,2478.24,61546.01,130280.04,191826.06
22c,R1270,IHX,cc1,7.19654,74.95,37.1683,415.206,1.6697,0.01823,54.855,472.29,14614.03,130222.64,144836.67
23,R1270,cc1,VAL1,7.19654,74.95,37.1683,415.206,1.6697,0.01823,54.855,472.29,14614.03,130222.64,144836.67
24,R1270,VAL1,SRC_HX,7.19654,23.99,11.2567,415.206,1.7293,0.146343,6.833,3791.38,2141.17,125229.42,127370.59
31,R600,IHX,COMP2,8.90852,74.19,7.9408,693.499,2.495,0.467394,2.14,14989.63,55723.05,29672.34,85395.4
32,R600,COMP2,SNK_HX,8.90852,107.34,17.0513,731.803,2.5152,0.201685,4.958,6468.18,86537.06,31242.37,117779.43
32c,R600,SNK_HX,cc2,8.90852,105.0,16.8013,478.52,1.8469,0.019461,51.385,624.12,29195.9,31199.34,60395.23
33,R600,cc2,VAL2,8.90852,105.0,16.8013,478.52,1.8469,0.019461,51.385,624.12,29195.9,31199.34,60395.23
34,R600,VAL2,IHX,8.90852,70.0,8.0908,478.52,1.8665,0.160208,6.242,5137.99,24975.76,29698.23,54673.98
41,water (sink),sink inlet,SNK_PUMP,1.0,100.0,1.0142,419.166,1.3072,0.001043,958.349,3.76,38857.9,0.09,38858.0
42,water (sink),SNK_PUMP,SNK_HX,1.0,100.0,1.1892,419.189,1.3072,0.001043,958.356,3.76,38859.61,17.62,38877.24
43,water (sink),SNK_HX,sink outlet,1.0,100.0,1.0142,2675.57,7.3541,1.671766,0.598,6018.36,522610.54,0.09,522610.64
