Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,172.9,144.2,28.65,0,83.43,4.534,8.41,35.66,46.65,5.909,4.461,10.37,43.02,30.84,57.29,89.85
COMP2,425.8,363.1,62.7,0,85.27,9.922,18.4,86.63,112.6,12.76,11.64,24.39,47.7,29.94,56.52,86.13
IHX,84.23,63.08,21.15,0,74.88,3.348,6.21,27.24,35.71,6.842,3.641,10.48,34.73,75.04,89.85,157.3
MOT1,181.3,172.3,9.067,0,95,1.435,2.661,32.98,35.05,1.649,0,1.649,0,6.272,50.52,56.52
MOT2,448.2,425.8,22.41,0,95,3.546,6.578,81.52,86.63,4.076,0,4.076,0,6.272,50.52,56.52
SNK_HX,290.4,280.1,10.31,0,96.45,1.632,3.026,101.5,107.4,3.605,3.468,7.073,49.03,9.625,97.13,106.5
SRC_HX,26.96,8.784,18.18,0,32.58,2.876,5.335,26.2,32.21,17.67,1.856,19.52,9.506,277.2,270,1019
VAL1,60.01,27.58,32.43,0,45.96,5.132,9.519,19.41,26.81,10.49,0,10.49,0,200.5,89.85,270
VAL2,135.8,,135.8,0,,21.49,39.86,46.75,,46.75,0,46.75,0,inf,95.64,
TOT,631.9,280.1,340.7,11.17,44.32,53.91,100,114.5,139.6,61.73,25.06,86.79,28.88,175,50.33,138.4
