Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,556.5,556.5,101.2,50.52
e2,power,174.3,174.3,31.7,50.52
e3,power,165.5,165.5,34.34,57.62
e4,power,382.2,382.2,69.52,50.52
e5,power,363.1,363.1,73.1,55.92
