Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,284.5,238.9,45.62,0,83.96,8.585,16.55,55.89,64.36,8.961,6.035,15,40.24,15.17,54.57,74.85
COMP2,218.4,184.5,33.85,0,84.5,6.37,12.28,42.42,51.29,6.576,7.055,13.63,51.76,20.9,53.97,77.21
IHX,138.2,109.5,28.69,0,79.25,5.399,10.41,37.25,42.27,7.729,3.484,11.21,31.07,43.19,74.85,107.2
MOT1,298.5,283.6,14.93,0,95,2.809,5.416,54.3,55.09,2.715,0,2.715,0,1.471,50.52,53.97
MOT2,229.9,218.4,11.49,0,95,2.163,4.17,41.81,42.42,2.09,0,2.09,0,1.471,50.52,53.97
SNK_HX,253.6,241.9,11.73,0,95.38,2.207,4.256,80.97,85.19,3.745,3.59,7.335,48.95,10.31,88.69,97.83
SRC_HX,33.46,10.9,22.56,0,32.58,4.245,8.185,29.87,33.31,20.14,2.234,22.37,9.987,242.3,248,848.9
VAL1,100.6,34.34,66.28,0,34.13,12.47,24.05,27.11,30.66,17.86,0,17.86,0,231.3,74.85,248
VAL2,40.46,,40.46,0,,7.614,14.68,12.58,,12.58,0,12.58,0,inf,86.4,
TOT,531.4,241.9,275.6,13.89,45.52,51.87,100,96.1,118.5,49.84,22.4,72.24,31,170.9,50.24,136.1
