Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,484.2,484.2,88.06,50.52
e2,power,240.4,240.4,43.72,50.52
e3,power,228.4,228.4,46.41,56.44
e4,power,243.8,243.8,44.34,50.52
e5,power,231.6,231.6,47.06,56.44
