Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,228.4,192.1,36.29,0,84.11,6.872,14.31,46.41,58.66,7.373,4.166,11.54,36.1,26.42,56.44,84.83
COMP2,231.6,196.6,34.97,0,84.9,6.622,13.79,47.06,61.39,7.105,6.534,13.64,47.91,30.46,56.44,86.73
IHX,150.3,124.6,25.68,0,82.91,4.863,10.12,49.01,58.71,8.375,3.973,12.35,32.18,44.48,90.59,130.9
MOT1,240.4,228.4,12.02,0,95,2.276,4.739,43.72,46.41,2.186,0,2.186,0,6.13,50.52,56.44
MOT2,243.8,231.6,12.19,0,95,2.308,4.805,44.34,47.06,2.217,0,2.217,0,6.13,50.52,56.44
SNK_HX,272.9,261.9,11,0,95.97,2.083,4.337,102.6,108.6,4.136,3.573,7.709,46.35,10.32,104.4,115.2
SRC_HX,31.37,10.28,21.09,0,32.76,3.994,8.314,2.498e-14,7.011,1.68e-14,2.308,2.308,100,inf,2.212e-13,189.5
VAL1,52.08,,52.08,0,,9.863,20.53,16.66,,16.66,0,16.66,0,inf,88.88,
VAL2,48.34,,48.34,0,,9.155,19.06,17.51,,17.51,0,17.51,0,inf,100.6,
TOT,528.1,261.9,253.7,12.54,49.59,48.04,100,88.06,108.6,42.3,20.56,62.86,32.7,148.7,46.32,115.2
