Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,170.3,142.1,28.17,0,83.46,4.951,9.172,34.72,45.38,5.744,4.004,9.749,41.07,30.7,56.64,88.7
COMP2,361,306.6,54.45,0,84.92,9.568,17.73,73.61,94.81,11.1,8.335,19.44,42.89,28.8,56.64,85.9
IHX,101.3,78.78,22.48,0,77.8,3.951,7.32,59.43,69.11,13.2,4.362,17.56,24.84,49.46,163,243.7
MOT1,179.3,170.3,8.963,0,95,1.575,2.918,32.6,34.72,1.63,0,1.63,0,6.494,50.52,56.64
MOT2,380,361,19,0,95,3.339,6.186,69.12,73.61,3.456,0,3.456,0,6.494,50.52,56.64
SNK_HX,272.9,261.9,11.07,0,95.94,1.946,3.605,117.9,124.2,4.784,3.716,8.5,43.72,9.826,120,131.8
SRC_HX,19.65,7.565e-07,19.65,0,3.85e-06,3.453,6.397,24.96,31.71,24.96,2.1,27.06,7.761,inf,352.9,1.164e+10
VAL1,40.85,9.91,30.94,0,24.26,5.438,10.07,17.65,24.96,13.37,0,13.37,0,483,120,699.8
VAL2,112.4,,112.4,0,,19.76,36.6,46,,46,0,46,0,inf,113.7,
TOT,569,261.9,307.2,0,46.02,53.98,100,101.7,124.2,54.91,22.52,77.43,29.08,165.4,49.66,131.8
