Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,206.8,179.6,27.27,0,86.82,4.599,9.063,42.76,52.47,5.637,4.985,10.62,46.93,22.71,57.43,81.17
COMP2,354.3,302.1,52.17,0,85.27,8.798,17.34,71.06,89.02,10.46,8.911,19.38,45.99,25.27,55.72,81.85
IHX,130.9,90.04,40.87,0,68.78,6.893,13.58,38.25,46.59,11.94,1.254,13.2,9.503,77.09,81.17,143.7
MOT1,217.5,206.6,10.87,0,95,1.834,3.614,39.55,42.61,1.978,1.169,3.146,37.14,7.721,50.52,57.29
MOT2,372.9,354.3,18.65,0,95,3.145,6.197,67.83,71.06,3.391,0,3.391,0,4.767,50.52,55.72
SNK_HX,290.4,280.1,10.31,0,96.45,1.739,3.427,101.1,106.4,3.59,3.496,7.086,49.34,9.102,96.7,105.5
SRC_HX,29.06,9.433,19.63,0,32.46,3.31,6.524,17.42,22.72,11.77,1.893,13.66,13.86,301.7,166.5,669
VAL1,48.67,29.32,19.35,0,60.25,3.263,6.431,14.22,17.58,5.654,0,5.654,0,105.1,81.17,166.5
VAL2,101.8,,101.8,0,,17.16,33.82,34.53,,34.53,0,34.53,0,inf,94.25,
TOT,592.9,280.1,300.9,12,47.23,50.74,100,107.4,129.1,54.49,21.71,76.19,28.49,154.5,50.31,128
