Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,16.945349871888258,0.37532221812819305,0.17629945538566608,0.199022762742527,0.0,-0.0,0.0,0.0,-0.0,0.0
12,17.627371857965723,0.39042830956696867,0.17638002714527828,0.21404828242169036,0.023933408802740818,4.463249985924331,4.487183394727071,0.8348460318718923,128.2893776632811,70.71047470445069
13,8.98564002224324,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,-2.155759907798407e-11,4.149943802208544,4.1499438021869866,0.8348460318719055,128.28937766329165,128.28937776503307
21,638.1276515440214,117.70670191331266,0.001692115105041239,117.70500979820761,0.07099208925550604,247.93193475656818,248.0029268458237,2149.6669598477492,107.92663784111826,107.95598926787036
22,1072.9088354652006,197.90485519737692,67.26742398890079,130.63743120847613,141.69101726639104,275.1725786920481,416.86359595843913,107.92663784111828,107.92663784111828,107.92663784111828
22c,795.90872809814,146.8104245001343,16.230339271089296,130.580085229045,34.18732494169459,275.05178604562457,309.2391109873191,107.92663784111804,107.92663784111839,107.92663784111836
23,795.90872809814,146.8104245001343,16.230339271089296,130.580085229045,34.18732494169458,275.05178604562394,309.23911098731855,107.926637841118,107.92663784111816,107.92663784111815
24,659.4267915011046,121.63546367731429,2.956254280654772,118.67920939665952,124.02860014006468,249.98397308269637,374.01257322276103,2149.666959846807,107.92663784111814,157.5495305768039
31,1434.0118688374093,97.77425890144264,52.85710484994168,44.91715405150096,392.0837888315185,250.05142922422715,642.1352180557457,140.48980208042983,105.43538684347033,124.38592579361546
32,2011.3173796804488,137.13628909730068,88.67049654905708,48.4657925482436,591.4550528582425,269.80651270287325,861.2615655611157,126.33156960712765,105.4353868434703,118.94658007926434
32c,1425.8138675683942,97.21530013968504,48.79397406833951,48.42132607134554,325.4683760092277,269.55897016960904,595.0273461788368,126.33156960712756,105.43538684347028,115.9235280972867
33,1425.8138675683942,97.21530013968504,48.79397406833951,48.42132607134554,325.4683760092277,269.55897016960904,595.0273461788368,126.33156960712756,105.43538684347028,115.9235280972867
34,1212.9126107990994,82.69919811001368,37.75518723790889,44.94401087210479,251.83682433892568,250.20093972902686,502.0377640679525,126.3315696071274,105.43538684347031,114.9752531399962
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.46735549919978814,3.7065754687796755,4.173930967979463,2.2026778608255584,8846.875534898365,19.6332485468938
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,294.38012240775424,3.1482487796180263,297.52837118737233,131.93681312167683,8846.875534898369,133.32654721428332
