Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,307.6,259.3,48.25,0,84.31,9.085,16.68,59.72,67.69,9.369,5.483,14.85,36.92,13.34,53.94,72.5
COMP2,177,149.7,27.31,0,84.57,5.143,9.444,34.36,40.91,5.303,5.139,10.44,49.21,19.04,53.94,75.92
IHX,168,139,29.03,0,82.72,5.466,10.04,75.23,78.51,13,1.78,14.78,12.04,26.15,124.4,156.9
MOT1,323.8,307.6,16.19,0,95,3.048,5.598,58.89,59.72,2.945,0,2.945,0,1.414,50.52,53.94
MOT2,186.3,177,9.315,0,95,1.754,3.221,33.88,34.36,1.694,0,1.694,0,1.414,50.52,53.94
SNK_HX,253.7,241.9,11.86,0,95.33,2.232,4.099,106.3,110.7,4.968,3.732,8.7,42.89,9.185,116.4,127.1
SRC_HX,31.88,1.078e-06,31.88,0,3.382e-06,6.003,11.02,37.52,40.93,37.52,1.766,39.29,4.494,inf,326.9,1.054e+10
VAL1,91.33,10.87,80.46,0,11.9,15.15,27.82,33.38,37.52,29.41,0,29.41,0,844.5,101.5,959
VAL2,34.91,,34.91,0,,6.574,12.07,13.08,,13.08,0,13.08,0,inf,104.1,
TOT,531.1,241.9,289.2,0,45.54,54.46,100,92.78,110.7,50.52,17.9,68.42,26.16,161.9,48.53,127.1
