Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,212.7,183.4,29.33,0,86.21,6.868,15.84,42.74,48.43,5.895,3.522,9.417,37.4,13.32,55.82,73.38
COMP2,137.6,116.4,21.28,0,84.54,4.984,11.49,26.89,33.64,4.158,5.18,9.338,55.47,25.12,54.27,80.32
IHX,196.3,156.8,39.47,0,79.89,9.242,21.31,47.94,53.39,9.643,2.524,12.17,20.75,39.39,67.86,94.59
MOT1,223.9,212.7,11.19,0,95,2.621,6.044,40.72,42.74,2.036,1.191,3.227,36.91,4.959,50.52,55.82
MOT2,144.9,137.6,7.244,0,95,1.696,3.912,26.35,26.89,1.318,0,1.318,0,2.034,50.52,54.27
SNK_HX,253.7,241.9,11.78,0,95.36,2.757,6.358,80.99,85.51,3.76,3.65,7.41,49.26,10.72,88.69,98.2
SRC_HX,58.31,32.15,26.17,0,55.13,6.127,14.13,-1.366e-14,4.305,-6.13e-15,2.369,2.369,100,inf,-6.508e-14,37.2
VAL1,19.24,,19.24,0,,4.506,10.39,4.794,,4.794,0,4.794,0,inf,69.21,
VAL2,19.49,,19.49,0,,4.563,10.52,6.043,,6.043,0,6.043,0,inf,86.15,
TOT,427.1,241.9,185.2,0,56.64,43.36,100,67.07,85.51,29.09,18.44,47.52,38.8,125.1,43.63,98.2
