Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,281.5,237,44.49,0,84.2,7.477,13.83,56.02,66.07,8.852,5.785,14.64,39.52,17.95,55.27,77.43
COMP2,281.6,239.2,42.38,0,84.95,7.123,13.17,55.33,65.88,8.328,6.477,14.81,43.75,19.06,54.59,76.51
IHX,137.5,111.3,26.15,0,80.98,4.394,8.127,38.32,42.43,7.288,1.599,8.887,17.99,36.73,77.43,105.9
MOT1,295.6,280.8,14.78,0,95,2.484,4.595,53.77,55.19,2.689,0,2.689,0,2.64,50.52,54.59
MOT2,296.4,281.6,14.82,0,95,2.491,4.607,53.91,55.33,2.695,0,2.695,0,2.64,50.52,54.59
SNK_HX,273,261.9,11.14,0,95.92,1.872,3.463,84.86,89.69,3.463,3.761,7.224,52.07,10.19,86.34,95.14
SRC_HX,27.05,8.459,18.59,0,31.27,3.125,5.779,33.83,37.73,23.25,2.123,25.37,8.366,256.7,347.4,1239
VAL1,99.56,27.71,71.85,0,27.83,12.08,22.33,27.75,34.65,20.03,0,20.03,0,348.6,77.43,347.4
VAL2,77.5,,77.5,0,,13.03,24.09,23.45,,23.45,0,23.45,0,inf,84.04,
TOT,595,261.9,321.7,11.44,44.01,54.07,100,107.7,127.4,58.22,19.75,77.96,25.33,168.9,50.27,135.2
