Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,273.4,230.2,43.17,0,84.21,7.828,14.91,53.44,61.8,8.438,5.085,13.52,37.6,15.64,54.29,74.55
COMP2,231.6,196.6,34.97,0,84.9,6.341,12.07,45.26,54.44,6.834,6.534,13.37,48.88,20.29,54.29,76.92
IHX,151.4,124.6,26.82,0,82.29,4.863,9.26,70.96,74.67,12.57,1.679,14.25,11.78,27.88,130.2,166.5
MOT1,287.8,273.4,14.39,0,95,2.609,4.969,52.35,53.44,2.617,0,2.617,0,2.083,50.52,54.29
MOT2,243.8,231.6,12.19,0,95,2.21,4.208,44.34,45.26,2.217,0,2.217,0,2.083,50.52,54.29
SNK_HX,272.9,261.9,11,0,95.97,1.995,3.798,110.8,115.2,4.468,3.573,8.042,44.44,8.343,112.8,122.2
SRC_HX,30.22,9.833e-07,30.22,0,3.254e-06,5.479,10.43,34.95,38.93,34.95,1.687,36.64,4.604,inf,321.3,1.1e+10
VAL1,78.83,10.31,68.52,0,13.08,12.43,23.66,29.76,34.95,25.87,0,25.87,0,798.2,104.9,941.9
VAL2,48.34,,48.34,0,,8.766,16.69,18.28,,18.28,0,18.28,0,inf,105,
TOT,551.5,261.9,289.6,0,47.48,52.52,100,96.69,115.2,50.78,18.56,69.33,26.77,151,48.7,122.2
