Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,155.4,133.2,22.26,0,85.68,4.02,7.628,32.77,42.26,4.692,3.944,8.637,45.67,28.96,58.56,88.15
COMP2,361,306.6,54.45,0,84.92,9.834,18.66,73.86,95.77,11.14,8.335,19.47,42.8,29.66,56.83,86.77
IHX,111.6,78.78,32.8,0,70.6,5.925,11.24,52.19,62.8,15.34,2.429,17.77,13.67,70.42,129.9,221.4
MOT1,163.6,155.4,8.181,0,95,1.478,2.804,29.76,32.77,1.488,0.9713,2.459,39.5,10.12,50.52,58.56
MOT2,380,361,19,0,95,3.432,6.512,69.12,73.86,3.456,0,3.456,0,6.852,50.52,56.83
SNK_HX,272.9,261.9,11.07,0,95.94,2,3.795,113.9,120.3,4.62,3.716,8.336,44.58,10.16,115.9,127.6
SRC_HX,20.27,2.845e-07,20.27,0,1.404e-06,3.662,6.948,10.74,17.85,10.74,2.056,12.8,16.06,inf,147.2,1.743e+10
VAL1,21.6,10.29,11.32,0,47.62,2.044,3.878,7.924,10.74,4.151,0,4.151,0,184.8,101.9,290.2
VAL2,112.4,,112.4,0,,20.31,38.53,44.71,,44.71,0,44.71,0,inf,110.5,
TOT,553.6,261.9,291.8,0,47.3,52.7,100,98.88,120.3,52.11,21.45,73.57,29.16,157.3,49.61,127.6
