Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,230.7,193.3,37.34,0,83.81,6.414,12.36,46.02,57.06,7.45,5.326,12.78,41.69,23.98,55.42,81.98
COMP2,313.5,267.4,46.16,0,85.28,7.929,15.28,62.56,77.33,9.21,7.713,16.92,45.58,23.62,55.42,80.34
IHX,128.5,107.2,21.36,0,83.38,3.669,7.07,70.46,78.18,11.71,4.456,16.16,27.57,33.08,152.3,202.6
MOT1,242.8,230.7,12.14,0,95,2.086,4.019,44.17,46.02,2.208,0,2.208,0,4.206,50.52,55.42
MOT2,330,313.5,16.5,0,95,2.835,5.462,60.03,62.56,3.002,0,3.002,0,4.206,50.52,55.42
SNK_HX,290.4,280.1,10.32,0,96.45,1.772,3.416,122.2,127.3,4.341,3.537,7.879,44.9,8.026,116.9,126.2
SRC_HX,18.7,9.119e-07,18.7,0,4.876e-06,3.213,6.191,36.54,41.46,36.54,2.058,38.59,5.331,inf,542.6,1.263e+10
VAL1,64.8,9.409,55.39,0,14.52,9.515,18.34,28.06,36.54,23.99,0,23.99,0,796.8,120.3,1079
VAL2,84.18,,84.18,0,,14.46,27.86,33.34,,33.34,0,33.34,0,inf,110,
TOT,582.2,280.1,302.1,0,48.11,51.89,100,104.2,127.3,54.07,23.09,77.16,29.92,153.9,49.72,126.2
