Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,24.16906981160047,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.810195042981963,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,24.16906981160047,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,5.17334809486993,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,24.16906981160047,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,22.48576121340839,0.9303527768625941,0.731330014120067,0.199022762742527
21,1.2800199628189513,9.042017707093066,4.98060124329193,1625.2714478519163,6099.441700578863,284.12916715887076,221.97244997112486,0.5542279831863125,221.41822198793855
22,1.2800199628189513,276.9066706366889,63.03187257656777,2210.1759930282437,6389.938708431054,923.8131880600665,721.7177972955823,419.9115346575668,301.8062626380154
22c,1.2800199628189513,95.14706392957368,62.73187257656777,834.1173555634493,2975.1567954087477,443.7860925293855,346.70247763327694,44.94498613500875,301.7574914982682
23,1.2800199628189513,95.14706392957368,62.73187257656777,834.1173555634493,2975.1567954087477,443.7860925293855,346.70247763327694,44.94498613500875,301.7574914982682
24,1.2800199628189513,4.999999999997783,5.15560124329193,834.1173555634493,3239.795240274847,344.48373089464684,269.1237175207801,43.05694330530765,226.0667742154724
31,14.379512985611697,94.67856817455731,16.316798779642916,680.4372918023878,2405.8414883096416,1626.8316776521558,113.13538082131028,67.33055305420655,45.80482776710374
32,14.379512985611697,131.01202726226774,31.241131664456415,711.0447840091177,2425.5770815904366,1983.7599926438952,137.95738385777514,89.49159130953153,48.4657925482436
32c,14.379512985611697,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1397.9086707587405,97.2153001396851,48.793974068339566,48.42132607134554
33,14.379512985611697,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1397.9086707587405,97.2153001396851,48.793974068339566,48.42132607134554
34,14.379512985611697,90.14706392957356,16.466798779642914,557.9447896066011,2067.94769134855,1289.7911985837254,89.69644520466757,43.864806524235874,45.8316386804317
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
