Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,309.5,261.2,48.29,0,84.4,7.327,12.74,61.23,73.43,9.553,6.345,15.9,39.91,19.91,54.95,78.08
COMP2,286.6,244.7,41.86,0,85.39,6.352,11.05,56.69,67.61,8.282,5.848,14.13,41.39,19.26,54.95,76.75
IHX,156.9,135,21.89,0,86.05,3.322,5.776,90.95,95.3,12.69,1.693,14.38,11.77,21.76,161,196
MOT1,325.8,309.5,16.29,0,95,2.472,4.298,59.26,61.23,2.963,0,2.963,0,3.329,50.52,54.95
MOT2,301.7,286.6,15.08,0,95,2.288,3.979,54.87,56.69,2.743,0,2.743,0,3.329,50.52,54.95
SNK_HX,290.9,280.1,10.85,0,96.27,1.646,2.862,127.8,133.1,4.764,4.014,8.778,45.73,8.205,122,132
SRC_HX,40.09,1.063e-06,40.09,0,2.653e-06,6.083,10.58,60.36,66.29,60.36,1.068,61.43,1.739,inf,418.3,1.732e+10
VAL1,104.3,8.472,95.81,0,8.124,14.54,25.28,48.76,60.36,44.8,0,44.8,0,1424,129.9,1979
VAL2,88.84,,88.84,0,,13.48,23.44,35.14,,35.14,0,35.14,0,inf,109.9,
TOT,659.1,280.1,379,0,42.49,57.51,100,114.1,133.1,65.63,18.97,84.6,22.42,174.4,48.1,132
