Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,195.1,168.6,26.49,0,86.42,5.047,10.82,40.35,48.79,5.481,3.583,9.064,39.53,20.91,57.46,80.4
COMP2,274.5,234.1,40.4,0,85.28,7.697,16.5,55.2,69.34,8.124,6.734,14.86,45.32,25.61,55.86,82.27
IHX,160.9,124.9,36.05,0,77.6,6.868,14.72,49.14,57.14,11.01,1.401,12.41,11.3,49.86,84.81,127.1
MOT1,205.3,195.1,10.27,0,95,1.956,4.193,37.35,40.35,1.867,1.126,2.993,37.61,8.05,50.52,57.46
MOT2,288.9,274.5,14.45,0,95,2.752,5.901,52.56,55.2,2.628,0,2.628,0,5.036,50.52,55.86
SNK_HX,290.4,280.1,10.33,0,96.44,1.969,4.221,103,108.5,3.665,3.576,7.242,49.39,9.195,98.53,107.6
SRC_HX,30.61,10.52,20.09,0,34.37,3.828,8.207,-1.998e-13,5.83,-1.312e-13,2.149,2.149,100,inf,-1.813e-12,153.9
VAL1,18.15,,18.15,0,,3.458,7.414,5.483,,5.483,0,5.483,0,inf,83.9,
VAL2,68.6,,68.6,0,,13.07,28.02,23.48,,23.48,0,23.48,0,inf,95.06,
TOT,524.9,280.1,244.8,0,53.36,46.64,100,89.9,108.5,41.93,18.57,60.5,30.69,126.1,47.58,107.6
