Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,271.9,227.8,44.14,0,83.77,8.823,17.28,52.71,60.76,8.556,6.073,14.63,41.51,15.27,53.84,74.1
COMP2,190.6,161,29.53,0,84.51,5.902,11.56,36.94,44.6,5.723,6.341,12.06,52.56,20.75,53.84,76.93
IHX,150.7,125.1,25.66,0,82.98,5.128,10.05,40.21,45.5,6.843,4.147,10.99,37.73,36.38,74.1,101.1
MOT1,286.2,271.9,14.31,0,95,2.861,5.604,52.06,52.7,2.603,0,2.603,0,1.231,50.52,53.84
MOT2,200.6,190.6,10.03,0,95,2.005,3.928,36.49,36.94,1.824,0,1.824,0,1.231,50.52,53.84
SNK_HX,253.6,241.9,11.74,0,95.37,2.346,4.597,80.12,84.26,3.708,3.611,7.32,49.34,10.27,87.76,96.76
SRC_HX,23.18,0.04049,23.14,0,0.1747,4.626,9.062,23.43,26.78,23.38,2.32,25.7,9.025,6.535e+04,280.7,1.837e+05
VAL1,77.05,12.73,64.32,0,16.52,12.86,25.19,20.55,23.43,17.16,0,17.16,0,590.2,74.1,511.4
VAL2,32.51,,32.51,0,,6.497,12.73,9.98,,9.98,0,9.98,0,inf,85.28,
TOT,500.3,241.9,255.4,3.026,48.35,51.05,100,88.55,111,45.2,22.49,67.69,33.23,159.4,49.17,127.5
