Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,226.2,189.6,36.64,0,83.81,6.299,12.27,45.16,56.02,7.313,5.198,12.51,41.55,24.06,55.44,82.07
COMP2,313.5,267.4,46.16,0,85.28,7.937,15.47,62.58,77.44,9.214,7.713,16.93,45.57,23.73,55.44,80.45
IHX,128.5,107.2,21.3,0,83.42,3.662,7.137,69.23,77,11.48,4.48,15.96,28.08,33.34,149.7,199.6
MOT1,238.1,226.2,11.91,0,95,2.047,3.989,43.32,45.16,2.166,0,2.166,0,4.252,50.52,55.44
MOT2,330,313.5,16.5,0,95,2.837,5.529,60.03,62.58,3.002,0,3.002,0,4.252,50.52,55.44
SNK_HX,290.4,280.1,10.32,0,96.45,1.774,3.457,121.3,126.4,4.31,3.537,7.848,45.08,8.072,116,125.4
SRC_HX,17.78,0.01012,17.77,0,0.05689,3.056,5.955,34.98,39.88,34.96,2.151,37.11,5.796,2.003e+05,546.4,1.095e+06
VAL1,61.13,7.443,53.69,0,12.17,9.231,17.99,26.68,34.98,23.43,0,23.43,0,977,121.2,1305
VAL2,84.18,,84.18,0,,14.47,28.2,33.14,,33.14,0,33.14,0,inf,109.4,
TOT,581.6,280.1,298.5,3.103,48.15,51.32,100,103.3,126.4,53.03,23.08,76.11,30.32,154.1,49.36,125.4
