Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,183.3,152.3,31,0,83.09,5.906,11.53,36.64,45.43,6.197,4.901,11.1,44.16,23.97,55.53,82.85
COMP2,313.2,264.6,48.56,0,84.5,9.252,18.05,62.03,78.4,9.617,10.29,19.9,51.68,26.39,55.01,82.29
IHX,87.88,61.99,25.88,0,70.54,4.932,9.624,26.21,32.89,7.72,3.435,11.15,30.79,77.86,82.85,147.4
MOT1,192.2,182.6,9.61,0,95,1.831,3.573,34.96,36.16,1.748,0,1.748,0,3.442,50.52,55.01
MOT2,329.7,313.2,16.48,0,95,3.141,6.129,59.97,62.03,2.998,0,2.998,0,3.442,50.52,55.01
SNK_HX,253.6,241.9,11.72,0,95.38,2.233,4.357,86.75,91.75,4.009,3.536,7.545,46.87,10.89,95.02,105.4
SRC_HX,33.91,11.04,22.87,0,32.57,4.356,8.502,22.46,27.55,15.15,2.219,17.37,12.78,276.5,184,692.9
VAL1,64.43,34.64,29.79,0,53.76,5.676,11.08,19.22,22.95,8.886,0,8.886,0,122.1,82.85,184
VAL2,73.04,,73.04,0,,13.92,27.16,24.53,,24.53,0,24.53,0,inf,93.3,
TOT,524.9,241.9,269,14.05,46.08,51.24,100,94.92,119.3,48.64,24.38,73.02,33.39,172.7,50.23,137
