Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,212.7,179.5,33.26,0,84.36,7.323,15.67,42.42,50.94,6.633,3.488,10.12,34.46,20.08,55.39,78.84
COMP2,142.9,120.9,22.01,0,84.59,4.847,10.37,28.49,36.39,4.39,4.566,8.956,50.99,27.71,55.39,83.63
IHX,185.7,158.4,27.3,0,85.3,6.01,12.86,44.38,53.41,6.524,4.904,11.43,42.91,41.09,66.38,93.66
MOT1,223.9,212.7,11.2,0,95,2.465,5.273,40.73,42.42,2.036,0,2.036,0,4.156,50.52,55.39
MOT2,150.4,142.9,7.52,0,95,1.656,3.542,27.36,28.49,1.368,0,1.368,0,4.156,50.52,55.39
SNK_HX,253.8,241.9,11.9,0,95.31,2.62,5.605,81.77,87.32,3.835,3.75,7.585,49.44,12.04,89.51,100.3
SRC_HX,79.88,55.84,24.04,0,69.9,5.294,11.32,6.987e-14,6.167,2.103e-14,2.532,2.532,100,inf,2.43e-13,30.68
VAL1,49.59,,49.59,0,,10.92,23.35,12.72,,12.72,0,12.72,0,inf,71.27,
VAL2,25.5,,25.5,0,,5.615,12.01,8.025,,8.025,0,8.025,0,inf,87.41,
TOT,454.2,241.9,212.3,0,53.25,46.75,100,68.08,87.32,31.83,19.24,51.07,37.67,140.8,41.64,100.3
