Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,276,230.9,45.17,0,83.64,8.325,15.73,54.6,64.84,8.934,6.951,15.89,43.76,18.75,54.95,78.02
COMP2,237.4,200.7,36.73,0,84.53,6.771,12.79,46.37,55.36,7.174,6.319,13.49,46.83,19.39,54.25,76.62
IHX,132.5,107.3,25.21,0,80.98,4.646,8.778,37.22,43.48,7.079,4.419,11.5,38.43,44.23,78.02,112.5
MOT1,289.6,275.1,14.48,0,95,2.669,5.043,52.68,53.73,2.634,0,2.634,0,2.001,50.52,54.25
MOT2,249.9,237.4,12.5,0,95,2.303,4.352,45.46,46.37,2.273,0,2.273,0,2.001,50.52,54.25
SNK_HX,253.7,241.9,11.8,0,95.35,2.174,4.108,81.9,86.45,3.808,3.697,7.505,49.26,10.71,89.68,99.28
SRC_HX,32.48,10.53,21.95,0,32.42,4.046,7.645,31.47,35.3,21.27,2.227,23.5,9.477,246,269.1,931.2
VAL1,98.34,33.38,64.95,0,33.95,11.97,22.62,27.62,32.35,18.24,0,18.24,0,245,78.02,269.1
VAL2,54.35,,54.35,0,,10.02,18.93,16.94,,16.94,0,16.94,0,inf,86.58,
TOT,542.5,241.9,287.1,13.52,44.58,52.93,100,98.14,121.7,51.94,23.61,75.55,31.25,178.3,50.25,139.8
