Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,226.4,196.5,29.92,0,86.79,5.567,13.81,46.11,53.22,6.093,3.313,9.405,35.22,15.43,56.56,75.23
COMP2,195.7,166.9,28.73,0,85.32,5.345,13.25,38.77,47.55,5.692,5.129,10.82,47.4,22.65,55.04,79.12
IHX,203.4,164.7,38.71,0,80.97,7.203,17.86,51.79,59.2,9.858,2.486,12.34,20.14,41.17,70.74,99.86
MOT1,238.4,226.4,11.92,0,95,2.218,5.499,43.35,46.11,2.168,1.24,3.408,36.4,6.354,50.52,56.56
MOT2,206,195.7,10.3,0,95,1.916,4.751,37.46,38.77,1.873,0,1.873,0,3.493,50.52,55.04
SNK_HX,290.5,280.1,10.39,0,96.42,1.934,4.796,93.9,98.87,3.36,3.648,7.008,52.05,9.2,89.8,98.06
SRC_HX,52.48,31.41,21.07,0,59.85,3.92,9.721,-5.347e-14,4.91,-2.147e-14,2.233,2.233,100,inf,-2.831e-13,43.43
VAL1,24.55,,24.55,0,,4.567,11.33,6.343,,6.343,0,6.343,0,inf,71.78,
VAL2,41.15,,41.15,0,,7.657,18.99,12.85,,12.85,0,12.85,0,inf,86.74,
TOT,537.4,280.1,216.7,40.65,52.11,40.33,100,80.82,98.87,32.59,18.05,50.64,35.64,134.8,41.77,98.06
