Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,146.4,122,24.4,0,83.34,3.754,6.597,31.09,44.75,5.18,4,9.18,43.57,43.96,58.98,101.9
COMP2,461.5,393.9,67.68,0,85.34,10.41,18.3,97.99,134.3,14.37,9.518,23.89,39.85,37.08,58.98,94.73
IHX,89.62,72.21,17.41,0,80.57,2.679,4.708,63.54,76.58,12.35,6.15,18.49,33.25,49.6,196.9,294.6
MOT1,154.1,146.4,7.706,0,95,1.186,2.083,28.03,31.09,1.402,0,1.402,0,10.89,50.52,58.98
MOT2,485.8,461.5,24.29,0,95,3.738,6.568,88.37,97.99,4.418,0,4.418,0,10.89,50.52,58.98
SNK_HX,290.7,280.1,10.61,0,96.35,1.632,2.868,133.9,142,4.886,3.948,8.833,44.69,10.11,127.9,140.9
SRC_HX,14.69,0.03191,14.66,0,0.2172,2.255,3.963,28.99,36.8,28.93,2,30.93,6.468,5.834e+04,548.1,3.203e+05
VAL1,32.43,4.719,27.71,0,14.55,4.263,7.492,18.01,28.99,15.39,0,15.39,0,1006,154.3,1706
VAL2,175.4,,175.4,0,,26.99,47.42,77.04,,77.04,0,77.04,0,inf,122,
TOT,649.9,280.1,369.9,0,43.09,56.91,100,116.4,142,66.24,25.62,91.86,27.89,183.1,49.75,140.9
