Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,452.6,452.6,82.33,50.52
e2,power,228.7,228.7,41.61,50.52
e3,power,217.3,217.3,43.95,56.18
e4,power,223.9,223.9,40.72,50.52
e5,power,212.7,212.7,43.02,56.18
