Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
CC,2516,1733,782.6,0,68.89,30.76,40.89,145.7,145.7,45.32,0,45.32,0,45.16,16.09,23.35
GAS_HX,1655,523.7,1131,0,31.64,44.46,59.11,139.1,139.1,95.11,0,95.11,0,216,23.35,73.8
TOT,2545,523.7,1914,106.8,20.58,75.22,100,145.8,145.8,109.7,0,109.7,0,385.9,15.91,77.32
