Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,281.5,237,44.49,0,84.2,7.477,13.83,56.05,66.2,8.858,5.785,14.64,39.51,18.1,55.31,77.58
COMP2,281.6,239.2,42.38,0,84.95,7.123,13.17,55.36,65.99,8.333,6.477,14.81,43.74,19.2,54.62,76.64
IHX,137.5,111.3,26.15,0,80.98,4.394,8.127,38.39,45.02,7.302,4.069,11.37,35.78,44.82,77.58,112.3
MOT1,295.6,280.8,14.78,0,95,2.484,4.595,53.77,55.22,2.689,0,2.689,0,2.695,50.52,54.62
MOT2,296.4,281.6,14.82,0,95,2.491,4.607,53.91,55.36,2.695,0,2.695,0,2.695,50.52,54.62
SNK_HX,273,261.9,11.14,0,95.92,1.872,3.463,87.08,91.93,3.553,3.761,7.315,51.42,10.07,88.6,97.52
SRC_HX,27.05,8.459,18.59,0,31.27,3.125,5.779,34.02,37.96,23.38,2.123,25.5,8.323,256.9,349.3,1247
VAL1,99.56,27.71,71.85,0,27.83,12.08,22.33,27.8,34.85,20.07,0,20.07,0,350.3,77.58,349.3
VAL2,77.5,,77.5,0,,13.03,24.09,23.94,,23.94,0,23.94,0,inf,85.8,
TOT,595,261.9,321.7,11.44,44.01,54.07,100,107.7,129.9,58.22,22.22,80.43,27.62,174.1,50.27,137.8
