Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,277.6,233,44.52,0,83.96,8.181,15.41,54.82,63.94,8.793,5.915,14.71,40.22,16.63,54.86,76.21
COMP2,237.4,200.7,36.73,0,84.53,6.75,12.72,46.36,55.32,7.172,6.319,13.49,46.84,19.33,54.23,76.56
IHX,135.3,107.3,27.97,0,79.33,5.14,9.684,37.12,42.98,7.675,3.846,11.52,33.38,45.95,76.21,111.2
MOT1,291.3,276.7,14.56,0,95,2.676,5.042,52.98,54.03,2.649,0,2.649,0,1.977,50.52,54.23
MOT2,249.9,237.4,12.5,0,95,2.296,4.326,45.46,46.36,2.273,0,2.273,0,1.977,50.52,54.23
SNK_HX,253.7,241.9,11.8,0,95.35,2.168,4.084,81.43,85.98,3.787,3.697,7.484,49.4,10.73,89.17,98.74
SRC_HX,32.36,10.48,21.88,0,32.37,4.021,7.575,30.67,34.45,20.74,2.215,22.95,9.649,247,263.3,913.6
VAL1,97.74,33.19,64.55,0,33.96,11.86,22.34,26.82,31.46,17.71,0,17.71,0,245.4,76.21,263.3
VAL2,54.35,,54.35,0,,9.988,18.82,16.86,,16.86,0,16.86,0,inf,86.18,
TOT,544.2,241.9,288.9,13.46,44.45,53.08,100,98.44,120.4,52.25,21.99,74.24,29.62,175.3,50.25,138.3
