Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,209.5,181.2,28.28,0,86.5,5.2,10.51,42.8,51.59,5.777,5.141,10.92,47.09,20.54,56.74,79.08
COMP2,304.6,258.6,46.01,0,84.9,8.46,17.1,60.39,74.91,9.122,8.575,17.7,48.45,24.03,55.07,80.46
IHX,131.5,88.95,42.52,0,67.66,7.818,15.81,37.43,44.28,12.11,1.358,13.46,10.09,74.85,79.08,138.3
MOT1,220.3,209.2,11.01,0,95,2.025,4.094,40.06,42.66,2.003,1.178,3.182,37.04,6.49,50.52,56.63
MOT2,320.6,304.6,16.03,0,95,2.948,5.96,58.32,60.39,2.916,0,2.916,0,3.549,50.52,55.07
SNK_HX,272.9,261.9,10.99,0,95.97,2.02,4.084,94.1,99.02,3.789,3.505,7.294,48.05,9.648,95.8,105
SRC_HX,31.35,10.03,21.32,0,31.99,3.919,7.924,16.37,21.21,11.13,2.09,13.22,15.81,305,145.1,587.5
VAL1,49.75,31.6,18.15,0,63.53,3.336,6.745,14.16,16.51,5.166,0,5.166,0,83.45,79.08,145.1
VAL2,74.7,,74.7,0,,13.73,27.77,25.08,,25.08,0,25.08,0,inf,93.27,
TOT,543.9,261.9,269,13.01,48.15,49.46,100,98.38,120.2,48.66,21.85,70.51,30.99,153.8,50.25,127.5
