Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,257,215.8,41.22,0,83.96,8.233,16.65,52.1,66.15,8.357,5.222,13.58,38.46,26.96,56.31,85.15
COMP2,177,149.7,27.31,0,84.57,5.454,11.03,35.88,46.86,5.537,5.139,10.68,48.14,30.62,56.31,86.98
IHX,164.1,139,25.15,0,84.68,5.022,10.16,53.78,64.07,8.24,4.91,13.15,37.34,40.7,91.02,128.1
MOT1,270.5,257,13.53,0,95,2.701,5.465,49.21,52.1,2.46,0,2.46,0,5.884,50.52,56.31
MOT2,186.3,177,9.315,0,95,1.86,3.763,33.88,35.88,1.694,0,1.694,0,5.884,50.52,56.31
SNK_HX,253.7,241.9,11.86,0,95.33,2.368,4.79,98.21,104.5,4.589,3.732,8.321,44.85,11.6,107.5,120
SRC_HX,32.57,9.469,23.1,0,29.07,4.613,9.332,-4.996e-14,7.325,-3.543e-14,2.381,2.381,100,inf,-4.261e-13,214.9
VAL1,61.13,,61.13,0,,12.21,24.7,19.7,,19.7,0,19.7,0,inf,89.5,
VAL2,34.91,,34.91,0,,6.972,14.1,12.73,,12.73,0,12.73,0,inf,101.3,
TOT,500.7,241.9,247.5,11.34,48.3,49.43,100,83.09,104.5,41.07,21.38,62.46,34.24,160.3,46.09,120
