Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,395.2,395.2,71.88,50.52
e2,power,193.5,193.5,35.19,50.52
e3,power,183.8,183.8,36.74,55.53
e4,power,201.7,201.7,36.69,50.52
e5,power,191.6,191.6,38.3,55.53
