f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,Q_H_kW,c_P [EUR/GJ],Z_sum [EUR/h],PEC_total [kEUR],PEC [EUR/kW],V_dot_c1 [m3/h],V_dot_c2 [m3/h],E_F [kW],E_P [kW],E_D [kW],epsilon
R717,R600,R717/R600,0.3,60.0,110.0,2.293,0.419,OK,1114.8,113.038,18.125,895.6,803.4,472.7,798.7,527.1,261.87,265.24,0.497
R717,R600,R717/R600,0.4,50.0,110.0,2.292,0.449,OK,1114.8,113.319,18.364,907.4,814.0,469.6,818.1,517.66,261.87,255.8,0.506
R717,R600,R717/R600,0.5,40.0,110.0,2.293,0.479,OK,1114.8,113.523,18.582,918.2,823.6,472.7,798.7,507.54,261.87,245.67,0.516
R717,R600,R717/R600,0.3,50.0,110.0,2.28,0.446,OK,1114.8,114.271,18.78,928.0,832.4,451.1,946.5,520.19,261.87,258.32,0.503
R717,R600,R717/R600,0.4,40.0,110.0,2.28,0.476,OK,1114.8,114.562,19.054,941.5,844.6,451.1,946.5,510.25,261.87,248.38,0.513
R717,R600,R717/R600,0.5,30.0,110.0,2.285,0.507,OK,1114.8,114.694,19.401,958.7,859.9,457.3,901.3,498.67,261.87,236.8,0.525
R717,R600a,R717/R600a,0.3,60.0,110.0,2.213,0.404,OK,1114.8,116.018,17.764,877.8,787.4,460.7,720.9,543.5,261.87,281.63,0.482
R717,R600a,R717/R600a,0.4,50.0,110.0,2.21,0.433,OK,1114.8,116.42,17.986,888.8,797.2,457.2,738.4,534.98,261.87,273.12,0.489
R717,R600a,R717/R600a,0.5,40.0,110.0,2.213,0.462,OK,1114.8,116.493,18.211,899.9,807.2,460.7,720.9,524.43,261.87,262.57,0.499
R717,R600,R717/R600,0.3,40.0,110.0,2.248,0.469,OK,1114.8,116.616,19.723,974.6,874.2,429.2,1126.0,516.99,261.87,255.13,0.507
R717,R600,R717/R600,0.4,30.0,110.0,2.253,0.5,OK,1114.8,116.781,20.107,993.6,891.2,432.3,1098.1,505.49,261.87,243.63,0.518
R717,R600a,R717/R600a,0.3,50.0,110.0,2.178,0.426,OK,1114.8,118.187,18.318,905.2,812.0,436.1,853.5,541.98,261.87,280.12,0.483
R717,R600a,R717/R600a,0.5,30.0,110.0,2.19,0.486,OK,1114.8,118.306,18.95,936.4,840.0,443.2,813.1,519.53,261.87,257.66,0.504
R717,R600a,R717/R600a,0.4,40.0,110.0,2.178,0.455,OK,1114.8,118.47,18.585,918.4,823.8,436.1,853.5,532.37,261.87,270.5,0.492
R717,R600,R717/R600,0.3,30.0,110.0,2.198,0.488,OK,1114.8,121.167,21.982,1086.2,974.4,406.6,1345.3,517.72,261.87,255.85,0.506
R1270,R600,R1270/R600,0.3,50.0,110.0,2.097,0.41,OK,1114.8,121.95,18.278,903.2,810.2,629.8,946.5,560.81,261.87,298.94,0.467
R1270,R600,R1270/R600,0.4,40.0,110.0,2.097,0.438,OK,1114.8,122.247,18.558,917.1,822.6,629.8,946.5,551.48,261.87,289.62,0.475
R717,R600a,R717/R600a,0.4,30.0,110.0,2.132,0.473,OK,1114.8,122.641,20.501,1013.0,908.7,414.4,988.8,533.25,261.87,271.38,0.491
R717,R600a,R717/R600a,0.3,40.0,110.0,2.123,0.443,OK,1114.8,122.668,20.123,994.4,892.0,410.7,1013.6,545.26,261.87,283.39,0.48
R1270,R600,R1270/R600,0.3,40.0,110.0,2.132,0.445,OK,1114.8,123.361,21.186,1046.9,939.1,567.2,1126.0,543.08,261.87,281.21,0.482
R1270,R600,R1270/R600,0.5,30.0,110.0,2.079,0.461,OK,1114.8,123.579,18.985,938.1,841.5,649.6,901.3,546.24,261.87,284.37,0.479
R1270,R600,R1270/R600,0.4,30.0,110.0,2.13,0.472,OK,1114.8,123.929,21.611,1067.9,957.9,575.5,1098.1,533.82,261.87,271.95,0.491
R290,R600,R290/R600,0.3,40.0,110.0,2.142,0.447,OK,1114.8,124.195,22.431,1108.4,994.3,681.5,1126.0,540.63,261.87,278.77,0.484
R290,R600,R290/R600,0.4,30.0,110.0,2.14,0.475,OK,1114.8,124.762,22.874,1130.3,1013.9,691.8,1098.1,531.23,261.87,269.36,0.493
R290,R600,R290/R600,0.3,50.0,110.0,2.111,0.413,OK,1114.8,124.941,21.722,1073.4,962.8,758.3,946.5,557.53,261.87,295.67,0.47
