f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,component,PEC [EUR],PEC [EUR/kW]
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.024,0.422,OK,SRC_HX,80791.5,72.47
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.016,0.395,OK,COMP1,245138.8,219.89
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.016,0.395,OK,COMP2,300018.3,269.12
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.016,0.395,OK,IHX,81700.4,73.29
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.016,0.395,OK,MOT1,0.0,0.0
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.016,0.395,OK,MOT2,0.0,0.0
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.016,0.395,OK,SNK_HX,186435.0,167.23
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.016,0.395,OK,SRC_HX,67652.8,60.68
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.866,0.463,OK,COMP1,254445.9,228.24
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.866,0.463,OK,COMP2,392638.9,352.2
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.866,0.463,OK,IHX,198804.5,178.33
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.866,0.463,OK,MOT1,0.0,0.0
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.866,0.463,OK,MOT2,0.0,0.0
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.866,0.463,OK,SNK_HX,184039.6,165.08
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.866,0.463,OK,SRC_HX,98594.1,88.44
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.025,0.449,OK,COMP1,223125.9,200.14
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.025,0.449,OK,COMP2,342015.0,306.79
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.025,0.449,OK,IHX,212463.2,190.58
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.025,0.449,OK,MOT1,0.0,0.0
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.025,0.449,OK,MOT2,0.0,0.0
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.025,0.449,OK,SNK_HX,185276.3,166.19
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.025,0.449,OK,SRC_HX,105824.9,94.93
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.016,0.421,OK,COMP1,245138.8,219.89
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.016,0.421,OK,COMP2,300018.3,269.12
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.016,0.421,OK,IHX,81700.4,73.29
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.016,0.421,OK,MOT1,0.0,0.0
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.016,0.421,OK,MOT2,0.0,0.0
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.016,0.421,OK,SNK_HX,186435.0,167.23
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.016,0.421,OK,SRC_HX,81128.4,72.77
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.865,0.462,OK,COMP1,294379.3,264.06
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.865,0.462,OK,COMP2,320078.2,287.11
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.865,0.462,OK,IHX,78790.0,70.67
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.865,0.462,OK,MOT1,0.0,0.0
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.865,0.462,OK,MOT2,0.0,0.0
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.865,0.462,OK,SNK_HX,185868.0,166.72
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.865,0.462,OK,SRC_HX,99582.7,89.33
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.006,0.445,OK,COMP1,253242.3,227.16
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.006,0.445,OK,COMP2,287576.4,257.96
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.006,0.445,OK,IHX,82413.8,73.93
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.006,0.445,OK,MOT1,0.0,0.0
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.006,0.445,OK,MOT2,0.0,0.0
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.006,0.445,OK,SNK_HX,186797.0,167.56
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.006,0.445,OK,SRC_HX,106268.9,95.32
R290,R600,R290/R600,0.3,20.0,110.0,1.955,0.485,V_OUT,COMP1,270587.4,242.72
R290,R600,R290/R600,0.3,20.0,110.0,1.955,0.485,V_OUT,COMP2,532607.1,477.75
R290,R600,R290/R600,0.3,20.0,110.0,1.955,0.485,V_OUT,IHX,198537.2,178.09
R290,R600,R290/R600,0.3,20.0,110.0,1.955,0.485,V_OUT,MOT1,0.0,0.0
R290,R600,R290/R600,0.3,20.0,110.0,1.955,0.485,V_OUT,MOT2,0.0,0.0
R290,R600,R290/R600,0.3,20.0,110.0,1.955,0.485,V_OUT,SNK_HX,173089.7,155.26
R290,R600,R290/R600,0.3,20.0,110.0,1.955,0.485,V_OUT,SRC_HX,101894.5,91.4
R290,R600,R290/R600,0.3,30.0,110.0,2.137,0.474,OK,COMP1,237352.0,212.91
R290,R600,R290/R600,0.3,30.0,110.0,2.137,0.474,OK,COMP2,444833.9,399.02
R290,R600,R290/R600,0.3,30.0,110.0,2.137,0.474,OK,IHX,210865.0,189.15
R290,R600,R290/R600,0.3,30.0,110.0,2.137,0.474,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.3,30.0,110.0,2.137,0.474,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.3,30.0,110.0,2.137,0.474,OK,SNK_HX,173089.7,155.26
R290,R600,R290/R600,0.3,30.0,110.0,2.137,0.474,OK,SRC_HX,109158.6,97.92
R290,R600,R290/R600,0.3,40.0,110.0,2.142,0.447,OK,COMP1,262544.2,235.5
R290,R600,R290/R600,0.3,40.0,110.0,2.142,0.447,OK,COMP2,376913.9,338.09
R290,R600,R290/R600,0.3,40.0,110.0,2.142,0.447,OK,IHX,210169.5,188.52
R290,R600,R290/R600,0.3,40.0,110.0,2.142,0.447,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.3,40.0,110.0,2.142,0.447,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.3,40.0,110.0,2.142,0.447,OK,SNK_HX,174635.5,156.65
R290,R600,R290/R600,0.3,40.0,110.0,2.142,0.447,OK,SRC_HX,84159.9,75.49
R290,R600,R290/R600,0.3,50.0,110.0,2.111,0.413,OK,COMP1,292518.3,262.39
R290,R600,R290/R600,0.3,50.0,110.0,2.111,0.413,OK,COMP2,322874.3,289.62
R290,R600,R290/R600,0.3,50.0,110.0,2.111,0.413,OK,IHX,211419.8,189.64
R290,R600,R290/R600,0.3,50.0,110.0,2.111,0.413,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.3,50.0,110.0,2.111,0.413,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.3,50.0,110.0,2.111,0.413,OK,SNK_HX,176576.8,158.39
R290,R600,R290/R600,0.3,50.0,110.0,2.111,0.413,OK,SRC_HX,69984.9,62.78
R290,R600,R290/R600,0.3,60.0,110.0,2.036,0.372,OK,COMP1,329369.0,295.45
R290,R600,R290/R600,0.3,60.0,110.0,2.036,0.372,OK,COMP2,278954.0,250.22
R290,R600,R290/R600,0.3,60.0,110.0,2.036,0.372,OK,IHX,89555.5,80.33
R290,R600,R290/R600,0.3,60.0,110.0,2.036,0.372,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.3,60.0,110.0,2.036,0.372,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.3,60.0,110.0,2.036,0.372,OK,SNK_HX,178355.5,159.99
R290,R600,R290/R600,0.3,60.0,110.0,2.036,0.372,OK,SRC_HX,59924.4,53.75
R290,R600,R290/R600,0.4,20.0,110.0,1.973,0.489,OK,COMP1,309319.0,277.46
R290,R600,R290/R600,0.4,20.0,110.0,1.973,0.489,OK,COMP2,423715.2,380.07
R290,R600,R290/R600,0.4,20.0,110.0,1.973,0.489,OK,IHX,198228.2,177.81
R290,R600,R290/R600,0.4,20.0,110.0,1.973,0.489,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.4,20.0,110.0,1.973,0.489,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.4,20.0,110.0,1.973,0.489,OK,SNK_HX,173207.1,155.37
R290,R600,R290/R600,0.4,20.0,110.0,1.973,0.489,OK,SRC_HX,103452.2,92.8
R290,R600,R290/R600,0.4,30.0,110.0,2.14,0.475,OK,COMP1,266494.4,239.05
R290,R600,R290/R600,0.4,30.0,110.0,2.14,0.475,OK,COMP2,368450.1,330.5
R290,R600,R290/R600,0.4,30.0,110.0,2.14,0.475,OK,IHX,210226.6,188.57
R290,R600,R290/R600,0.4,30.0,110.0,2.14,0.475,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.4,30.0,110.0,2.14,0.475,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.4,30.0,110.0,2.14,0.475,OK,SNK_HX,174919.3,156.9
R290,R600,R290/R600,0.4,30.0,110.0,2.14,0.475,OK,SRC_HX,110211.1,98.86
R290,R600,R290/R600,0.4,40.0,110.0,2.111,0.441,OK,COMP1,292518.3,262.39
R290,R600,R290/R600,0.4,40.0,110.0,2.111,0.441,OK,COMP2,322874.3,289.62
R290,R600,R290/R600,0.4,40.0,110.0,2.111,0.441,OK,IHX,211419.8,189.64
R290,R600,R290/R600,0.4,40.0,110.0,2.111,0.441,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.4,40.0,110.0,2.111,0.441,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.4,40.0,110.0,2.111,0.441,OK,SNK_HX,176576.8,158.39
R290,R600,R290/R600,0.4,40.0,110.0,2.111,0.441,OK,SRC_HX,83959.0,75.31
R290,R600,R290/R600,0.4,50.0,110.0,2.05,0.401,OK,COMP1,323574.2,290.25
R290,R600,R290/R600,0.4,50.0,110.0,2.05,0.401,OK,COMP2,284713.5,255.39
R290,R600,R290/R600,0.4,50.0,110.0,2.05,0.401,OK,IHX,214391.8,192.31
R290,R600,R290/R600,0.4,50.0,110.0,2.05,0.401,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.4,50.0,110.0,2.05,0.401,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.4,50.0,110.0,2.05,0.401,OK,SNK_HX,178114.1,159.77
R290,R600,R290/R600,0.4,50.0,110.0,2.05,0.401,OK,SRC_HX,69103.9,61.99
R290,R600,R290/R600,0.4,60.0,110.0,1.954,0.357,OK,COMP1,361694.4,324.44
R290,R600,R290/R600,0.4,60.0,110.0,1.954,0.357,OK,COMP2,252358.4,226.37
R290,R600,R290/R600,0.4,60.0,110.0,1.954,0.357,OK,IHX,91734.1,82.29
R290,R600,R290/R600,0.4,60.0,110.0,1.954,0.357,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.4,60.0,110.0,1.954,0.357,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.4,60.0,110.0,1.954,0.357,OK,SNK_HX,179491.2,161.0
R290,R600,R290/R600,0.4,60.0,110.0,1.954,0.357,OK,SRC_HX,58597.8,52.56
R290,R600,R290/R600,0.5,20.0,110.0,1.944,0.482,OK,COMP1,357817.5,320.96
R290,R600,R290/R600,0.5,20.0,110.0,1.944,0.482,OK,COMP2,344612.3,309.12
R290,R600,R290/R600,0.5,20.0,110.0,1.944,0.482,OK,IHX,200425.1,179.78
R290,R600,R290/R600,0.5,20.0,110.0,1.944,0.482,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.5,20.0,110.0,1.944,0.482,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.5,20.0,110.0,1.944,0.482,OK,SNK_HX,175759.6,157.66
R290,R600,R290/R600,0.5,20.0,110.0,1.944,0.482,OK,SRC_HX,103428.1,92.78
R290,R600,R290/R600,0.5,30.0,110.0,2.094,0.465,OK,COMP1,302227.9,271.1
R290,R600,R290/R600,0.5,30.0,110.0,2.094,0.465,OK,COMP2,309420.6,277.55
R290,R600,R290/R600,0.5,30.0,110.0,2.094,0.465,OK,IHX,212178.5,190.32
R290,R600,R290/R600,0.5,30.0,110.0,2.094,0.465,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.5,30.0,110.0,2.094,0.465,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.5,30.0,110.0,2.094,0.465,OK,SNK_HX,177105.1,158.86
R290,R600,R290/R600,0.5,30.0,110.0,2.094,0.465,OK,SRC_HX,109921.9,98.6
R290,R600,R290/R600,0.5,40.0,110.0,2.036,0.425,OK,COMP1,329369.0,295.45
R290,R600,R290/R600,0.5,40.0,110.0,2.036,0.425,OK,COMP2,278954.0,250.22
R290,R600,R290/R600,0.5,40.0,110.0,2.036,0.425,OK,IHX,89555.5,80.33
R290,R600,R290/R600,0.5,40.0,110.0,2.036,0.425,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.5,40.0,110.0,2.036,0.425,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.5,40.0,110.0,2.036,0.425,OK,SNK_HX,178355.5,159.99
R290,R600,R290/R600,0.5,40.0,110.0,2.036,0.425,OK,SRC_HX,82751.7,74.23
R290,R600,R290/R600,0.5,50.0,110.0,1.954,0.382,OK,COMP1,361694.4,324.44
R290,R600,R290/R600,0.5,50.0,110.0,1.954,0.382,OK,COMP2,252358.4,226.37
R290,R600,R290/R600,0.5,50.0,110.0,1.954,0.382,OK,IHX,91734.1,82.29
R290,R600,R290/R600,0.5,50.0,110.0,1.954,0.382,OK,MOT1,0.0,0.0
R290,R600,R290/R600,0.5,50.0,110.0,1.954,0.382,OK,MOT2,0.0,0.0
R290,R600,R290/R600,0.5,50.0,110.0,1.954,0.382,OK,SNK_HX,179491.2,161.0
R290,R600,R290/R600,0.5,50.0,110.0,1.954,0.382,OK,SRC_HX,67412.6,60.47
R290,R600a,R290/R600a,0.3,20.0,110.0,1.822,0.452,OK,COMP1,256835.2,230.38
R290,R600a,R290/R600a,0.3,20.0,110.0,1.822,0.452,OK,COMP2,491392.5,440.78
R290,R600a,R290/R600a,0.3,20.0,110.0,1.822,0.452,OK,IHX,239537.3,214.87
R290,R600a,R290/R600a,0.3,20.0,110.0,1.822,0.452,OK,MOT1,0.0,0.0
R290,R600a,R290/R600a,0.3,20.0,110.0,1.822,0.452,OK,MOT2,0.0,0.0
R290,R600a,R290/R600a,0.3,20.0,110.0,1.822,0.452,OK,SNK_HX,182170.6,163.41
R290,R600a,R290/R600a,0.3,20.0,110.0,1.822,0.452,OK,SRC_HX,96233.3,86.32
R290,R600a,R290/R600a,0.3,30.0,110.0,2.0,0.444,OK,COMP1,227787.8,204.33
R290,R600a,R290/R600a,0.3,30.0,110.0,2.0,0.444,OK,COMP2,411890.9,369.47
R290,R600a,R290/R600a,0.3,30.0,110.0,2.0,0.444,OK,IHX,252729.0,226.7
R290,R600a,R290/R600a,0.3,30.0,110.0,2.0,0.444,OK,MOT1,0.0,0.0
R290,R600a,R290/R600a,0.3,30.0,110.0,2.0,0.444,OK,MOT2,0.0,0.0
R290,R600a,R290/R600a,0.3,30.0,110.0,2.0,0.444,OK,SNK_HX,183619.4,164.71
R290,R600a,R290/R600a,0.3,30.0,110.0,2.0,0.444,OK,SRC_HX,104347.6,93.6
R290,R600a,R290/R600a,0.3,40.0,110.0,2.033,0.424,OK,COMP1,254243.2,228.06
R290,R600a,R290/R600a,0.3,40.0,110.0,2.033,0.424,OK,COMP2,349789.1,313.76
R290,R600a,R290/R600a,0.3,40.0,110.0,2.033,0.424,OK,IHX,248014.5,222.47
R290,R600a,R290/R600a,0.3,40.0,110.0,2.033,0.424,OK,MOT1,0.0,0.0
R290,R600a,R290/R600a,0.3,40.0,110.0,2.033,0.424,OK,MOT2,0.0,0.0
R290,R600a,R290/R600a,0.3,40.0,110.0,2.033,0.424,OK,SNK_HX,185074.3,166.01
R290,R600a,R290/R600a,0.3,40.0,110.0,2.033,0.424,OK,SRC_HX,81248.3,72.88
R290,R600a,R290/R600a,0.3,50.0,110.0,2.028,0.397,OK,COMP1,285362.7,255.97
R290,R600a,R290/R600a,0.3,50.0,110.0,2.028,0.397,OK,COMP2,300018.3,269.12
R290,R600a,R290/R600a,0.3,50.0,110.0,2.028,0.397,OK,IHX,246801.4,221.38
R290,R600a,R290/R600a,0.3,50.0,110.0,2.028,0.397,OK,MOT1,0.0,0.0
R290,R600a,R290/R600a,0.3,50.0,110.0,2.028,0.397,OK,MOT2,0.0,0.0
R290,R600a,R290/R600a,0.3,50.0,110.0,2.028,0.397,OK,SNK_HX,186435.0,167.23
R290,R600a,R290/R600a,0.3,50.0,110.0,2.028,0.397,OK,SRC_HX,68110.9,61.1
R290,R600a,R290/R600a,0.3,60.0,110.0,1.979,0.362,OK,COMP1,323249.2,289.96
R290,R600a,R290/R600a,0.3,60.0,110.0,1.979,0.362,OK,COMP2,259323.7,232.61
R290,R600a,R290/R600a,0.3,60.0,110.0,1.979,0.362,OK,IHX,249148.5,223.49
R290,R600a,R290/R600a,0.3,60.0,110.0,1.979,0.362,OK,MOT1,0.0,0.0
R290,R600a,R290/R600a,0.3,60.0,110.0,1.979,0.362,OK,MOT2,0.0,0.0
R290,R600a,R290/R600a,0.3,60.0,110.0,1.979,0.362,OK,SNK_HX,187638.3,168.31
R290,R600a,R290/R600a,0.3,60.0,110.0,1.979,0.362,OK,SRC_HX,58705.3,52.66
R290,R600a,R290/R600a,0.4,20.0,110.0,1.87,0.464,OK,COMP1,297675.2,267.02
R290,R600a,R290/R600a,0.4,20.0,110.0,1.87,0.464,OK,COMP2,392638.9,352.2
R290,R600a,R290/R600a,0.4,20.0,110.0,1.87,0.464,OK,IHX,233785.9,209.71
R290,R600a,R290/R600a,0.4,20.0,110.0,1.87,0.464,OK,MOT1,0.0,0.0
R290,R600a,R290/R600a,0.4,20.0,110.0,1.87,0.464,OK,MOT2,0.0,0.0
R290,R600a,R290/R600a,0.4,20.0,110.0,1.87,0.464,OK,SNK_HX,184039.6,165.08
R290,R600a,R290/R600a,0.4,20.0,110.0,1.87,0.464,OK,SRC_HX,99192.3,88.98
R290,R600a,R290/R600a,0.4,30.0,110.0,2.034,0.451,OK,COMP1,258364.1,231.75
R290,R600a,R290/R600a,0.4,30.0,110.0,2.034,0.451,OK,COMP2,342015.0,306.79
R290,R600a,R290/R600a,0.4,30.0,110.0,2.034,0.451,OK,IHX,247639.4,222.13
R290,R600a,R290/R600a,0.4,30.0,110.0,2.034,0.451,OK,MOT1,0.0,0.0
R290,R600a,R290/R600a,0.4,30.0,110.0,2.034,0.451,OK,MOT2,0.0,0.0
