f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,full_load_hours [h/a],c_P [EUR/GJ],Z_sum [EUR/h]
R1270,R600,R1270/R600,0.3,20.0,110.0,1.95,0.484,V_OUT,5000,149.352,36.831
R1270,R600,R1270/R600,0.3,20.0,110.0,1.95,0.484,V_OUT,5500,145.801,33.482
R1270,R600,R1270/R600,0.3,20.0,110.0,1.95,0.484,V_OUT,6000,142.841,30.692
R1270,R600,R1270/R600,0.3,20.0,110.0,1.95,0.484,V_OUT,6500,140.336,28.331
R1270,R600,R1270/R600,0.3,20.0,110.0,1.95,0.484,V_OUT,7000,138.19,26.308
R1270,R600,R1270/R600,0.3,20.0,110.0,1.95,0.484,V_OUT,7500,136.329,24.554
R1270,R600,R1270/R600,0.3,30.0,110.0,2.129,0.472,OK,5000,137.026,33.924
R1270,R600,R1270/R600,0.3,30.0,110.0,2.129,0.472,OK,5500,133.754,30.84
R1270,R600,R1270/R600,0.3,30.0,110.0,2.129,0.472,OK,6000,131.028,28.27
R1270,R600,R1270/R600,0.3,30.0,110.0,2.129,0.472,OK,6500,128.721,26.095
R1270,R600,R1270/R600,0.3,30.0,110.0,2.129,0.472,OK,7000,126.744,24.231
R1270,R600,R1270/R600,0.3,30.0,110.0,2.129,0.472,OK,7500,125.031,22.616
R1270,R600,R1270/R600,0.3,40.0,110.0,2.132,0.445,OK,5000,134.597,31.779
R1270,R600,R1270/R600,0.3,40.0,110.0,2.132,0.445,OK,5500,131.533,28.89
R1270,R600,R1270/R600,0.3,40.0,110.0,2.132,0.445,OK,6000,128.979,26.483
R1270,R600,R1270/R600,0.3,40.0,110.0,2.132,0.445,OK,6500,126.818,24.445
R1270,R600,R1270/R600,0.3,40.0,110.0,2.132,0.445,OK,7000,124.966,22.699
R1270,R600,R1270/R600,0.3,40.0,110.0,2.132,0.445,OK,7500,123.361,21.186
R1270,R600,R1270/R600,0.3,50.0,110.0,2.097,0.41,OK,5000,131.645,27.417
R1270,R600,R1270/R600,0.3,50.0,110.0,2.097,0.41,OK,5500,129.001,24.925
R1270,R600,R1270/R600,0.3,50.0,110.0,2.097,0.41,OK,6000,126.797,22.848
R1270,R600,R1270/R600,0.3,50.0,110.0,2.097,0.41,OK,6500,124.933,21.09
R1270,R600,R1270/R600,0.3,50.0,110.0,2.097,0.41,OK,7000,123.335,19.584
R1270,R600,R1270/R600,0.3,50.0,110.0,2.097,0.41,OK,7500,121.95,18.278
R1270,R600,R1270/R600,0.4,20.0,110.0,1.968,0.488,OK,5000,145.918,34.524
R1270,R600,R1270/R600,0.4,20.0,110.0,1.968,0.488,OK,5500,142.589,31.386
R1270,R600,R1270/R600,0.4,20.0,110.0,1.968,0.488,OK,6000,139.815,28.77
R1270,R600,R1270/R600,0.4,20.0,110.0,1.968,0.488,OK,6500,137.467,26.557
R1270,R600,R1270/R600,0.4,20.0,110.0,1.968,0.488,OK,7000,135.455,24.66
R1270,R600,R1270/R600,0.4,20.0,110.0,1.968,0.488,OK,7500,133.711,23.016
R1270,R600,R1270/R600,0.4,30.0,110.0,2.13,0.472,OK,5000,135.391,32.416
R1270,R600,R1270/R600,0.4,30.0,110.0,2.13,0.472,OK,5500,132.265,29.469
R1270,R600,R1270/R600,0.4,30.0,110.0,2.13,0.472,OK,6000,129.66,27.014
R1270,R600,R1270/R600,0.4,30.0,110.0,2.13,0.472,OK,6500,127.456,24.936
R1270,R600,R1270/R600,0.4,30.0,110.0,2.13,0.472,OK,7000,125.567,23.155
R1270,R600,R1270/R600,0.4,30.0,110.0,2.13,0.472,OK,7500,123.929,21.611
R1270,R600,R1270/R600,0.4,40.0,110.0,2.097,0.438,OK,5000,132.09,27.838
R1270,R600,R1270/R600,0.4,40.0,110.0,2.097,0.438,OK,5500,129.406,25.307
R1270,R600,R1270/R600,0.4,40.0,110.0,2.097,0.438,OK,6000,127.169,23.198
R1270,R600,R1270/R600,0.4,40.0,110.0,2.097,0.438,OK,6500,125.276,21.414
R1270,R600,R1270/R600,0.4,40.0,110.0,2.097,0.438,OK,7000,123.653,19.884
R1270,R600,R1270/R600,0.4,40.0,110.0,2.097,0.438,OK,7500,122.247,18.558
R1270,R600,R1270/R600,0.5,20.0,110.0,1.937,0.48,OK,5000,143.415,30.538
R1270,R600,R1270/R600,0.5,20.0,110.0,1.937,0.48,OK,5500,140.471,27.762
R1270,R600,R1270/R600,0.5,20.0,110.0,1.937,0.48,OK,6000,138.017,25.448
R1270,R600,R1270/R600,0.5,20.0,110.0,1.937,0.48,OK,6500,135.94,23.491
R1270,R600,R1270/R600,0.5,20.0,110.0,1.937,0.48,OK,7000,134.16,21.813
R1270,R600,R1270/R600,0.5,20.0,110.0,1.937,0.48,OK,7500,132.618,20.358
R1270,R600,R1270/R600,0.5,30.0,110.0,2.079,0.461,OK,5000,133.648,28.478
R1270,R600,R1270/R600,0.5,30.0,110.0,2.079,0.461,OK,5500,130.902,25.889
R1270,R600,R1270/R600,0.5,30.0,110.0,2.079,0.461,OK,6000,128.614,23.732
R1270,R600,R1270/R600,0.5,30.0,110.0,2.079,0.461,OK,6500,126.677,21.906
R1270,R600,R1270/R600,0.5,30.0,110.0,2.079,0.461,OK,7000,125.017,20.341
R1270,R600,R1270/R600,0.5,30.0,110.0,2.079,0.461,OK,7500,123.579,18.985
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.818,0.451,OK,5000,156.706,36.213
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.818,0.451,OK,5500,153.214,32.921
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.818,0.451,OK,6000,150.303,30.178
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.818,0.451,OK,6500,147.841,27.856
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.818,0.451,OK,7000,145.73,25.867
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.818,0.451,OK,7500,143.901,24.142
R1270,R600a,R1270/R600a,0.3,30.0,110.0,1.993,0.442,OK,5000,143.739,33.778
R1270,R600a,R1270/R600a,0.3,30.0,110.0,1.993,0.442,OK,5500,140.482,30.707
R1270,R600a,R1270/R600a,0.3,30.0,110.0,1.993,0.442,OK,6000,137.767,28.148
