Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,216,180.2,35.82,0,83.42,6.03,11.17,43.73,55.33,7.251,5.848,13.1,44.64,26.53,56.23,85.29
COMP2,346.1,293.9,52.18,0,84.92,8.784,16.27,69.19,85.52,10.43,7.946,18.38,43.24,23.6,55.53,80.82
IHX,106.3,84.52,21.81,0,79.49,3.672,6.801,32.65,40.92,6.697,4.772,11.47,41.6,57.7,85.29,134.5
MOT1,226.7,215.4,11.34,0,95,1.908,3.535,41.24,43.06,2.062,0,2.062,0,4.416,50.52,55.53
MOT2,364.3,346.1,18.22,0,95,3.066,5.68,66.26,69.19,3.313,0,3.313,0,4.416,50.52,55.53
SNK_HX,273,261.9,11.08,0,95.94,1.866,3.456,91.87,97.38,3.731,3.724,7.455,49.96,10.48,93.5,103.3
SRC_HX,27.14,8.487,18.66,0,31.27,3.141,5.817,29.42,34.53,20.22,2.11,22.33,9.45,275.3,301.1,1130
VAL1,73.87,27.76,46.11,0,37.58,7.762,14.38,22.68,30.09,14.16,0,14.16,0,253,85.29,301.1
VAL2,105.5,,105.5,0,,17.76,32.89,34.57,,34.57,0,34.57,0,inf,91.04,
TOT,594,261.9,320.7,11.47,44.08,53.99,100,107.5,131.9,58.04,24.4,82.44,29.6,178.3,50.27,139.9
