Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,230.5,199.3,31.26,0,86.44,6.623,13.59,46.15,52.74,6.257,4.65,10.91,42.64,14.29,55.61,73.52
COMP2,196.1,165.7,30.38,0,84.5,6.437,13.2,38.18,46.55,5.916,6.475,12.39,52.26,21.91,54.09,78.04
IHX,166.6,122,44.61,0,73.22,9.453,19.39,58.02,62.32,15.54,1.526,17.07,8.943,46.71,96.75,142
MOT1,242.7,230.5,12.13,0,95,2.571,5.274,44.14,46.15,2.207,1.255,3.462,36.25,4.555,50.52,55.61
MOT2,206.4,196.1,10.32,0,95,2.186,4.485,37.54,38.18,1.877,0,1.877,0,1.712,50.52,54.09
SNK_HX,253.6,241.9,11.74,0,95.37,2.487,5.101,96.66,101,4.473,3.607,8.08,44.64,9.558,105.9,116
SRC_HX,34.96,3.522e-07,34.96,0,1.007e-06,7.408,15.2,11.1,15.09,11.1,1.809,12.91,14.01,inf,88.21,1.19e+10
VAL1,32.71,12.06,20.65,0,36.86,4.376,8.977,9.817,11.1,6.198,0,6.198,0,206.8,83.37,255.8
VAL2,34.02,,34.02,0,,7.208,14.79,12.21,,12.21,0,12.21,0,inf,99.69,
TOT,471.9,241.9,230.1,0,51.25,48.75,100,81.67,101,39.82,19.32,59.14,32.67,141.3,48.07,116
