Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,253.9,220.5,33.39,0,86.85,6.682,13.75,50.92,58.85,6.697,5.74,12.44,46.16,15.57,55.71,74.13
COMP2,218.4,184.5,33.85,0,84.5,6.773,13.93,42.56,51.83,6.597,7.055,13.65,51.68,21.78,54.14,78.03
IHX,159.9,109.5,50.33,0,68.52,10.07,20.72,42.67,47.42,13.43,1.459,14.89,9.799,62.21,74.13,120.2
MOT1,266.9,253.6,13.35,0,95,2.67,5.494,48.55,50.75,2.427,1.335,3.762,35.48,4.549,50.52,55.6
MOT2,229.9,218.4,11.49,0,95,2.3,4.732,41.81,42.56,2.09,0,2.09,0,1.799,50.52,54.14
SNK_HX,253.6,241.9,11.73,0,95.38,2.347,4.829,86,90.36,3.977,3.59,7.568,47.44,10.16,94.2,103.8
SRC_HX,36.42,11.98,24.43,0,32.91,4.889,10.06,17.58,21.35,11.79,2.18,13.97,15.6,269.2,134.1,495
VAL1,60.63,36.76,23.87,0,60.63,4.776,9.826,16.18,17.74,6.369,0,6.369,0,80.85,74.13,134.1
VAL2,40.46,,40.46,0,,8.096,16.66,13.25,,13.25,0,13.25,0,inf,90.97,
TOT,499.7,241.9,242.9,14.97,48.4,48.6,100,90.35,111.7,43.92,21.36,65.28,32.72,155.5,50.22,128.3
