Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,191.7,164.8,26.98,0,85.93,5.877,12.42,39.14,46.53,5.508,3.868,9.376,41.26,18.87,56.7,78.44
COMP2,212.7,179.8,32.88,0,84.54,7.161,15.13,42.18,52.28,6.521,5.808,12.33,47.11,23.93,55.09,80.75
IHX,157.9,119.9,38.03,0,75.92,8.281,17.5,47.48,54.99,11.44,2.548,13.98,18.22,52.55,83.55,127.4
MOT1,201.8,191.7,10.09,0,95,2.198,4.645,36.71,39.14,1.836,1.113,2.949,37.75,6.616,50.52,56.7
MOT2,223.9,212.7,11.2,0,95,2.438,5.152,40.72,42.18,2.036,0,2.036,0,3.584,50.52,55.09
SNK_HX,253.7,241.9,11.82,0,95.34,2.574,5.439,91.52,96.77,4.263,3.712,7.975,46.54,10.91,100.2,111.1
SRC_HX,33.42,8.523,24.89,0,25.5,5.422,11.46,-3.747e-14,5.531,-2.791e-14,2.286,2.286,100,inf,-3.115e-13,180.3
VAL1,15.41,,15.41,0,,3.356,7.091,4.573,,4.573,0,4.573,0,inf,82.45,
VAL2,45.99,,45.99,0,,10.02,21.16,15.75,,15.75,0,15.75,0,inf,95.13,
TOT,459.2,241.9,217.3,0,52.68,47.32,100,77.44,96.77,36.64,19.34,55.98,34.54,137.2,46.85,111.1
