Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,456.0771019377712,379.01666923093717,77.06043270683405,0.0,83.10363919183375,7.004094286407788,14.28706800539152,88.64272974746397,109.75893232838067,14.977395448339236,6.502349300557352,21.479744748896586,30.272004516680195,23.821697099215093,53.98863565127263,80.44129661975944
COMP2,552.1336093460102,447.64012828560305,104.49348106040706,0.0,81.07460236224756,9.497509525366981,19.37317787598835,102.49204169833283,138.86402515076713,19.39702643846052,16.555686718411764,35.952713156872285,46.04850445131755,35.48761723323729,51.56362717457522,86.17042548751796
IHX,371.48908468423565,286.6854096571319,84.80367502710375,0.0,77.17196048998679,7.707884771208197,15.722671540512959,111.56421682716206,130.73916317601046,25.467923496341363,3.0926532582275343,28.5605767545689,10.828399176962686,51.852255327243626,83.42118653663451,126.67695317662643
MOT1,463.0224385155038,456.0771019377712,6.945336577732582,0.0,98.5,0.6312680909325037,1.2876711500427196,83.3440389327907,88.64272974746397,1.2501605839918648,3.981567017616079,5.231727601607943,76.10424931895088,6.357612233007071,50.00000000000001,53.98863565127263
MOT2,560.54173537666,552.1336093460102,8.408126030649873,0.0,98.50000000000001,0.7642223826424042,1.5588735253383021,100.89751236779883,102.49204169833283,1.5134626855169775,0.0,1.5134626855169775,0.0,1.580345533913166,50.000000000000014,51.56362717457522
MOT3,0.5486215098950983,0.5403921872466718,0.008229322648426433,0.0,98.50000000000001,0.0007479707771967664,0.0015257232302817087,0.0987518717811177,0.10031249257646623,0.001481278076716758,0.0,0.001481278076716758,0.0,1.5803455339131471,50.00000000000001,51.563627174575196
MOT4,0.023551973473794195,0.023198693871687284,0.00035327960210691247,0.0,98.5,3.210991108802847e-05,6.549833063384157e-05,0.0042393552252829566,0.004306351686252429,6.359032837924425e-05,0.0,6.359032837924425e-05,0.0,1.5803455339131467,50.000000000000014,51.56362717457521
SNK_HX,585.7226547338798,560.8456796946695,24.876975039210404,0.0,95.75277226548235,2.261091361868129,4.612211762497751,217.70906732293705,237.557145894106,9.246599887899485,15.130372603110796,24.37697249101028,62.06830076495579,13.956794629294647,103.24808240602282,117.65820522611631
SNK_PUMP,0.023198693871687284,0.019740965311575567,0.0034577285601117185,0.0,85.09515846350435,0.00031427615964683953,0.0006410657369449152,0.004306351686252429,4.1728450128231485,0.0006418548948401332,4.167882932430402,4.168524787325242,99.98460234909021,96799.77309899034,51.56362717457521,58716.663363641
SRC_HX,76.56410281805651,36.919160809309965,39.64494200874654,0.0,48.21993525744434,3.6033655931418633,7.350205061832376,0.3820496072228591,15.045813886101225,0.19782553396867603,7.145439433386057,7.343264967354734,97.3060275661013,8067.126923386268,1.3860920064253748,113.20389343967172
SRC_PUMP,0.5403921872466718,0.44080676933383345,0.09958541791283841,0.0,81.57163995648574,0.009051411108297417,0.018463218906112872,0.10031249257646623,4.336509757604629,0.018485947300614706,4.217311740575192,4.235797687875807,99.5635781342077,4223.000701332382,51.563627174575196,2732.6849939248596
VAL1,44.795830138662545,,44.795830138662545,0.0,,4.071534598342257,8.305183984416956,13.349641811781119,,13.349641811781119,0.0,13.349641811781119,0.0,inf,82.78078171846069,
VAL2,148.23149352326888,,148.23149352326888,0.0,,13.47289809287492,27.482241587775047,52.3316541047791,,52.3316541047791,0.0,52.3316541047791,0.0,inf,98.06668096735434,
TOT,1100.2198079540171,560.8478900926776,539.3719178613394,0.0,50.97598552925871,49.02401447074127,99.99999999999996,180.37854647645537,241.17180948077055,88.4288047267303,60.79326300431517,149.22206773104548,40.74012907654355,162.28655447147204,45.541037742441276,119.44801876520188
