Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,28.541437749748663,45.00000000001279,3.0000000000000004,188.68861606204734,638.490203632361,126.03877378541027,4.4159924559693975,4.216969693226871,0.199022762742527
12,28.541437749748663,45.00139329538359,3.1500000000000004,188.70754966279952,638.5021059080418,126.4795805547441,4.431436904605756,4.217388622184066,0.21404828242169036
13,28.541437749748663,34.99999999999744,3.0000000000000004,146.89842088704975,505.02789455558496,49.955313206926014,1.750273186828716,1.551250424086189,0.199022762742527
21,1.3900477683840433,34.4925003598762,11.490360629794335,1647.4740736313315,5804.24966513969,459.70356061790005,330.7106209395337,37.313658383194124,293.3969625563396
22,1.3900477683840433,192.1037386452482,54.265460143140714,1975.5758211475138,5993.358500473936,838.7202298488372,603.3751133774815,302.9948406794907,300.3802726979908
22c,1.3900477683840433,87.60504566398106,53.96546014314072,789.0196568370712,2856.442916817053,467.62006541749116,336.4057524160542,36.074309820363005,300.3314425956912
23,1.3900477683840433,87.60504566398106,53.96546014314072,789.0196568370712,2856.442916817053,467.62006541749116,336.4057524160542,36.074309820363005,300.3314425956912
24,1.3900477683840433,29.999999999997385,11.665360629794336,789.0196568370712,2966.3733567041586,422.8242352788286,304.1796439631494,10.75402377996809,293.42562018318125
31,14.494629567531826,87.08137578354166,14.02253507340142,671.7365730100673,2397.9755839044815,1547.164759702133,106.74055190536252,61.345971261298224,45.39458064406429
32,14.494629567531826,130.7200917220569,31.241131664456375,709.8288613830515,2422.5674892222582,1994.8048879877363,137.62372323444038,89.15793068619678,48.4657925482436
32c,14.494629567531826,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1409.0997638211597,97.21530013968504,48.79397406833951,48.42132607134554
33,14.494629567531826,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1409.0997638211597,97.21530013968504,48.79397406833951,48.42132607134554
34,14.494629567531826,82.60504566398112,14.17253507340142,557.9447896066011,2077.184581605987,1260.8682702978908,86.98865082569985,41.567238157327694,45.421412668372156
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
