Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,155.1,129.7,25.36,0,83.64,4.04,7.651,33.29,48.25,5.446,3.746,9.192,40.75,44.93,59.65,103.3
COMP2,399.7,341.1,58.54,0,85.35,9.324,17.66,85.82,119.7,12.57,8.003,20.57,38.9,39.48,59.65,97.47
IHX,110.5,92.06,18.4,0,83.34,2.93,5.55,45.14,59.45,7.518,6.183,13.7,45.13,58.04,113.5,179.4
MOT1,163.2,155.1,8.161,0,95,1.3,2.462,29.69,33.29,1.484,0,1.484,0,12.15,50.52,59.65
MOT2,420.7,399.7,21.04,0,95,3.351,6.345,76.52,85.82,3.826,0,3.826,0,12.15,50.52,59.65
SNK_HX,290.7,280.1,10.68,0,96.33,1.701,3.221,121.5,130.2,4.464,3.973,8.437,47.09,11.24,116.1,129.2
SRC_HX,27.64,11.67,15.97,0,42.23,2.543,4.816,-6.245e-14,9.178,-3.608e-14,2.12,2.12,100,inf,-6.276e-13,218.4
VAL1,30.9,,30.9,0,,4.922,9.322,12.29,,12.29,0,12.29,0,inf,110.5,
VAL2,142.5,,142.5,0,,22.69,42.97,57.61,,57.61,0,57.61,0,inf,112.3,
TOT,627.8,280.1,331.5,16.26,44.61,52.8,100,106.2,130.2,56.08,24.03,80.11,29.99,174.9,46.99,129.2
