Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,154.5,132.3,22.21,0,85.63,4.17,8.607,32.42,40.95,4.659,3.452,8.11,42.56,26.34,58.27,85.97
COMP2,309.7,263.1,46.66,0,84.94,8.761,18.08,63.03,80.79,9.495,7.079,16.57,42.71,28.18,56.53,85.32
IHX,131.1,99.22,31.87,0,75.69,5.984,12.35,44.18,54.13,10.74,2.651,13.39,19.8,61.88,93.61,151.5
MOT1,162.7,154.5,8.133,0,95,1.527,3.152,29.59,32.42,1.479,0.9676,2.447,39.54,9.566,50.52,58.27
MOT2,326,309.7,16.3,0,95,3.061,6.317,59.3,63.03,2.965,0,2.965,0,6.295,50.52,56.53
SNK_HX,273,261.9,11.11,0,95.93,2.087,4.307,102.7,109,4.179,3.745,7.925,47.26,10.63,104.5,115.6
SRC_HX,31.23,10.18,21.05,0,32.6,3.952,8.158,-4.45e-14,6.996,-2.999e-14,2.176,2.176,100,inf,-3.958e-13,190.9
VAL1,11.4,,11.4,0,,2.141,4.42,3.771,,3.771,0,3.771,0,inf,91.86,
VAL2,89.3,,89.3,0,,16.77,34.61,32.26,,32.26,0,32.26,0,inf,100.3,
TOT,532.6,261.9,258,12.67,49.17,48.45,100,88.88,109,43.06,20.07,63.13,31.79,149.3,46.36,115.6
