Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,232.3,194.3,37.99,0,83.64,6.138,11.6,46.99,58.64,7.688,6.143,13.83,44.42,24.77,56.2,83.84
COMP2,354.3,302.1,52.17,0,85.27,8.427,15.93,70.52,86.99,10.38,8.911,19.3,46.18,23.34,55.3,79.98
IHX,111.1,90.04,21.09,0,81.02,3.407,6.44,33.54,40.81,6.366,4.211,10.58,39.81,50.15,83.84,125.9
MOT1,243.7,231.5,12.18,0,95,1.968,3.72,44.32,46.08,2.216,0,2.216,0,3.978,50.52,55.3
MOT2,372.9,354.3,18.65,0,95,3.012,5.693,67.83,70.52,3.391,0,3.391,0,3.978,50.52,55.3
SNK_HX,290.4,280.1,10.31,0,96.45,1.666,3.148,95.12,100.1,3.378,3.496,6.874,50.86,9.119,91,99.3
SRC_HX,27.58,8.998,18.58,0,32.63,3.002,5.674,32.11,36.71,21.63,1.918,23.55,8.145,250.5,323.4,1133
VAL1,83.14,28.37,54.77,0,34.12,8.848,16.72,25.09,33.02,16.53,0,16.53,0,285.7,83.84,323.4
VAL2,101.8,,101.8,0,,16.44,31.07,32.67,,32.67,0,32.67,0,inf,89.18,
TOT,619,280.1,327.5,11.45,45.24,52.91,100,112.1,136.8,59.33,24.68,84.01,29.38,169.7,50.32,135.7
