Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,222.2,186.4,35.75,0,83.91,7.555,15.45,44.6,55.18,7.178,4.251,11.43,37.19,23.7,55.77,82.22
COMP2,196.1,165.7,30.38,0,84.5,6.419,13.13,39.36,51.21,6.099,6.475,12.57,51.49,30.1,55.77,85.86
IHX,149,122,27.07,0,81.83,5.72,11.7,47.35,56.01,8.601,3.87,12.47,31.03,44.54,88.26,127.6
MOT1,233.9,222.2,11.69,0,95,2.471,5.054,42.54,44.6,2.127,0,2.127,0,4.861,50.52,55.77
MOT2,206.4,196.1,10.32,0,95,2.18,4.46,37.54,39.36,1.877,0,1.877,0,4.861,50.52,55.77
SNK_HX,253.6,241.9,11.74,0,95.37,2.48,5.072,94.97,100.7,4.395,3.607,8.002,45.08,11.13,104,115.6
SRC_HX,33.03,9.052,23.97,0,27.41,5.066,10.36,9.758e-15,6.618,7.083e-15,2.379,2.379,100,inf,8.207e-14,203.1
VAL1,46.44,,46.44,0,,9.812,20.07,14.45,,14.45,0,14.45,0,inf,86.41,
VAL2,34.02,,34.02,0,,7.188,14.7,12.24,,12.24,0,12.24,0,inf,99.99,
TOT,473.3,241.9,231.4,0,51.11,48.89,100,80.07,100.7,39.15,20.58,59.73,34.46,146,47,115.6
