Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,159.4,137.2,22.2,0,86.07,3.591,6.795,33.74,42.45,4.698,3.019,7.717,39.12,25.82,58.8,85.95
COMP2,425.8,363.1,62.7,0,85.27,10.14,19.2,87.26,115,12.85,11.64,24.49,47.52,31.76,56.93,87.97
IHX,96.83,63.08,33.75,0,65.14,5.46,10.33,29.96,40.62,10.44,2.002,12.45,16.08,108.1,85.95,178.9
MOT1,167.5,159.1,8.376,0,95,1.355,2.564,30.47,33.6,1.524,0.9863,2.51,39.3,10.29,50.52,58.65
MOT2,448.2,425.8,22.41,0,95,3.625,6.861,81.52,87.26,4.076,0,4.076,0,7.049,50.52,56.93
SNK_HX,290.4,280.1,10.31,0,96.45,1.668,3.157,106.7,112.8,3.787,3.468,7.255,47.8,9.623,102,111.8
SRC_HX,27.77,9.013,18.76,0,32.46,3.034,5.743,15.52,22.16,10.49,1.823,12.31,14.81,339.8,155.3,682.8
VAL1,40.36,28.01,12.35,0,69.39,1.998,3.782,12.49,15.66,3.822,0,3.822,0,80.67,85.95,155.3
VAL2,135.8,,135.8,0,,21.96,41.57,48.94,,48.94,0,48.94,0,inf,100.1,
TOT,618.2,280.1,326.6,11.47,45.31,52.84,100,112,134.9,59.17,22.93,82.11,27.93,165.9,50.32,133.8
