Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,195.5,168.1,27.38,0,86,5.699,11.48,39.82,47.56,5.575,4.403,9.978,44.12,19.44,56.57,78.56
COMP2,250.1,211.4,38.7,0,84.52,8.056,16.22,49.48,60.79,7.658,6.597,14.26,46.28,22.87,54.97,79.9
IHX,140.9,101.2,39.72,0,71.8,8.268,16.65,54.55,61.77,15.38,2.381,17.76,13.41,57.71,107.6,169.6
MOT1,205.8,195.5,10.29,0,95,2.142,4.314,37.43,39.82,1.872,1.128,2.999,37.59,6.362,50.52,56.57
MOT2,263.2,250.1,13.16,0,95,2.739,5.517,47.88,49.48,2.394,0,2.394,0,3.35,50.52,54.97
SNK_HX,253.7,241.9,11.79,0,95.35,2.453,4.941,100.7,105.8,4.678,3.69,8.367,44.1,10.21,110.2,121.5
SRC_HX,23.13,3.315e-07,23.13,0,1.433e-06,4.814,9.695,10.66,15.76,10.66,2.285,12.94,17.66,inf,128,1.32e+10
VAL1,27.27,11.73,15.53,0,43.03,3.233,6.512,8.762,10.66,4.992,0,4.992,0,182.6,89.26,252.2
VAL2,58.84,,58.84,0,,12.25,24.67,21.9,,21.9,0,21.9,0,inf,103.4,
TOT,480.4,241.9,238.5,0,50.35,49.65,100,85.31,105.8,42.36,20.48,62.84,32.6,146.3,49.33,121.5
